psiz,q1fit,meanfit,q2fit,maxfit,minfree,meanfree,maxfree,minmut,meanmut,maxmut,L,N,seed,U,R,K
10000,0.997007308816621,0.9970073088166203,0.997007308816621,0.997007308816621,-5.0,-5.0,-5.0,0.0,0.0,0.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.7533267471774361,0.8060308501226316,0.9461339866509931,0.9982952581570609,-5.8793929771952635,-4.500460021130135,-1.813056224042155,0.0,5.0018,14.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.33266005701898094,0.6329965967242704,0.7741651019957776,0.998260326869361,-6.263977986608436,-4.10218483453816,-0.7360370819259279,1.0,9.7012,24.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.14826064999916705,0.5223500677678865,0.5855262095976852,0.9987541908212838,-6.52844715468159,-3.8230636814151775,-0.2188509154668723,1.0,14.0573,31.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.07680795401216912,0.4430692053312203,0.43426331846795163,0.9972128068548823,-6.695942972434265,-3.6236659669406914,0.12709260923248475,3.0,18.1633,36.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.04940958643339783,0.3981622241657484,0.345794316021371,0.9971532007602207,-6.784151931970613,-3.47475955932207,0.33669803722349645,7.0,22.0841,45.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.03630270382407971,0.3611536772614235,0.28311753414574364,0.9947823444682345,-6.8843033819304456,-3.3712218215321927,0.47130584586442403,9.0,25.9862,45.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.025367320587417377,0.33178415038520287,0.22833434671752956,0.9947558616159285,-6.957169926357254,-3.29297589033064,0.5919340472396449,12.0,29.8533,53.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.02360482348741206,0.3192251293015875,0.2168336480764623,0.9974406161001714,-7.029206697163416,-3.248516237194044,0.6377664881293733,15.0,33.5601,58.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.021636003287278396,0.31392662755320855,0.20519337992115022,0.994002808916574,-7.097001389328265,-3.2296263862649734,0.6671696463369254,19.0,37.2006,62.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.021349343550141873,0.3026003389636834,0.18947802900049848,0.9915576604509279,-7.202101193802574,-3.220386191647409,0.6987990379429809,22.0,40.9936,65.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.016581941959156247,0.29190707470324206,0.17611867343933485,0.9910343045608746,-7.276135562356527,-3.1934965627098006,0.7632821848320138,25.0,44.8262,74.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.015725558408334325,0.2888708804681705,0.168529468116797,0.9920568087133163,-7.35845695162841,-3.1902225384527862,0.7666191650975164,27.0,48.4883,80.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.017185087314013175,0.29078247953984787,0.17016229060012467,0.9935348982206816,-7.451976117015889,-3.2159439740997513,0.7592800944617251,29.0,52.2617,84.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.01636643789928491,0.29252247011411137,0.17571868097637605,0.9925431048507194,-7.494835596395985,-3.224365225504012,0.7534528682161267,30.0,56.1471,82.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.014800408727101318,0.2900160679911644,0.17418948554974503,0.985585516159313,-7.560981822902183,-3.240197376932342,0.7759692582200661,32.0,59.9567,86.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.01787431368918932,0.2930805760534447,0.17929938322319613,0.9942138563077222,-7.637814025257707,-3.272310214533958,0.7410634464832229,35.0,63.8746,98.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.015172894191078253,0.2857415572477377,0.1656934558831305,0.9947813856035908,-7.681116313804187,-3.253777824988129,0.7873566122291878,41.0,67.6848,96.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.01649468899799182,0.2870409656352281,0.17039054738575105,0.9944377779589783,-7.70024173812355,-3.2486679462233345,0.7499167523595724,45.0,71.3161,101.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.015288095285126006,0.28063112214432384,0.15832715728885827,0.9944451580765431,-7.754216078816488,-3.2437780114330184,0.8070835949341677,47.0,75.1141,106.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.015136347894886725,0.28395201710754253,0.1666558203643886,0.9925866113761612,-7.851420813157566,-3.280139687743383,0.7884692738187961,50.0,78.9046,110.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.015824925084411474,0.28415175202508947,0.16326811637776528,0.9937507320922576,-7.964160826224275,-3.301430370710925,0.7872633173293414,51.0,82.7951,113.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.016760314414564607,0.2854753881543544,0.1666944779677853,0.9948579789419145,-8.010557119638563,-3.313267913890579,0.7727578983188135,55.0,86.4998,117.0,0.0,10000,9114945707046665166,5,9,10000
10000,0.015971582367709708,0.28741907540000655,0.17083544666884992,0.9973365822036021,-8.099538076669882,-3.3306275807883647,0.7742207607815581,58.0,90.3735,125.0,0.0,10000,9114945707046665166,5,9,10000
