psiz,q1fit,meanfit,q2fit,maxfit,minfree,meanfree,maxfree,minmut,meanmut,maxmut,L,N,seed,U,R,K
10000,0.997007308816621,0.9970073088166203,0.997007308816621,0.997007308816621,-5.0,-5.0,-5.0,0.0,0.0,0.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.8106709221709716,0.831717343256264,0.9571405563261894,0.9979554464777053,-5.825221148347705,-4.554718230443379,-2.0142275585382188,0.0,4.5003,15.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.4126003322611927,0.6697451075639203,0.821352517175554,0.9983082804990504,-6.212004230969853,-4.191584900395146,-0.9475959606227825,1.0,8.7549,23.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.21843371849657392,0.567732665545193,0.6669567094364298,0.9977997718705764,-6.4651902278764,-3.9304904028172305,-0.4285559094855809,1.0,12.7342,29.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.14204355560566032,0.4991693297503516,0.5387483785509757,0.9975337660204672,-6.629764982789999,-3.7408090767262356,-0.13522630190071586,3.0,16.4811,36.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.09569405301816938,0.44783387100405236,0.4422197258054253,0.9983324513143029,-6.739996491311844,-3.594135368123452,0.08742734373845915,5.0,20.0687,41.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.05969722074525235,0.4037369997963985,0.3632336143134317,0.9964157653457923,-6.8394366602503975,-3.4667881925719035,0.2649765718624533,7.0,23.5639,46.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.047581746361969386,0.38336136709492685,0.3316728748408093,0.9962669551697422,-6.9062671173440755,-3.402882585088287,0.3351429045886554,9.0,26.9236,47.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.04357137753644087,0.37071181567688316,0.30608741377544413,0.9963258475295708,-7.006572713126606,-3.3658853243766775,0.39329592581733186,13.0,30.2575,50.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.03974738302641784,0.3565326662536967,0.27463857054136753,0.9936031267955426,-7.0758187420591625,-3.3295466049945595,0.449043580773969,13.0,33.6134,62.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.0371370577696825,0.3437499511244772,0.26927163307759994,0.9942229218841929,-7.14258661869294,-3.3033898784951963,0.4888211273365123,18.0,36.991,66.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.029618624986150928,0.33216867044854337,0.2463676102324623,0.9915663760146075,-7.194252022116634,-3.2720495570796437,0.5530174192011005,21.0,40.2788,65.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.029662561744485075,0.3309598323258241,0.2417681727205288,0.9869292318024842,-7.212202396077797,-3.245337723482806,0.5461050494648616,22.0,43.7296,73.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.03020974765192393,0.3264691939423321,0.23323632735775834,0.9982330457344056,-7.276587942321745,-3.248827176631932,0.5625692423039662,24.0,46.9061,74.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.028980714342868193,0.3225738400172524,0.23101462126180866,0.9983769638227131,-7.382768080607059,-3.256620516765539,0.5740058924496422,26.0,50.3239,82.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.030153406554497754,0.3254265429599775,0.23777824876896717,0.9908049495401156,-7.467361416968831,-3.2734008291194523,0.5607995759524197,29.0,53.5998,85.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.026232894960101377,0.31953242096114776,0.22340539458532693,0.9934728428541733,-7.541195284911012,-3.272004829973296,0.5919643372775094,32.0,56.9545,89.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.025626484412573734,0.3197788458473572,0.2176125101516732,0.9945988037738485,-7.580136544683549,-3.282728101108945,0.6066350032387308,36.0,60.3979,92.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.02895153400154428,0.3237574073259857,0.229136257061016,0.9972946259656162,-7.636755014702782,-3.3005685975595718,0.5641675566901647,39.0,63.7978,99.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.026597619906686038,0.32150460782118967,0.2292095401802946,0.9976487025058409,-7.696321343195295,-3.3153453324687026,0.5990476839837525,42.0,67.2268,103.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.028356698032352842,0.32368086240382465,0.22894832040630908,0.9942854931440113,-7.757632239990207,-3.337753106790181,0.5779982889045907,43.0,70.5787,110.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.026925723685888876,0.31773041359984383,0.22491381353345807,0.9954501460101008,-7.755419144409953,-3.3213545471102743,0.6031401646154257,47.0,73.7603,112.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.027179455682010967,0.3191603469260871,0.2240471673297011,0.9961787379934233,-7.7864576033654505,-3.3338534480022934,0.6056780388626419,51.0,76.9697,116.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.028021855991955287,0.3279386677454951,0.23751749421658,0.9961787379934233,-7.858849327186481,-3.371462333294664,0.5681922339754306,53.0,80.2757,116.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.02900515384341138,0.3262739625789926,0.23252303815270525,0.9961787379934233,-7.889443424260447,-3.3770161185318632,0.552688953769131,56.0,83.6367,121.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.03117879122146836,0.3248290290811572,0.2315970237977114,0.9983960680303534,-7.887830352747436,-3.3871749463277765,0.5650316568301722,59.0,87.1113,125.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.029049694063901357,0.32581408179257115,0.23468116349325363,0.9979895312246834,-7.9239641729297725,-3.411833752670626,0.5696921638378025,61.0,90.7003,129.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.02535507203761158,0.3274344218307028,0.23014124084260315,0.9986942081311045,-7.982240503631544,-3.437584606141381,0.5887915630040473,65.0,94.0814,135.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.030596447779150247,0.3449765283525098,0.2627704994540332,0.9985945523202574,-8.051765947538126,-3.4964530158797205,0.5106670473674562,66.0,97.4189,135.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.03444983421191756,0.350673460660486,0.27167814103308874,0.9967163775753086,-8.171549795446088,-3.5521667833866815,0.4833660313045108,68.0,100.6314,136.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.03535470427435362,0.35101008277097284,0.2700701535028468,0.9976095238830038,-8.250167554789614,-3.591592519117276,0.4743777644536242,71.0,103.9143,143.0,0.1,10000,-8966507296737023410,5,9,10000
10000,0.03920904831999848,0.3595705446890325,0.2872370496193176,0.9990973744629819,-8.395748777290855,-3.66138391603617,0.4328555277069374,74.0,106.8859,144.0,0.1,10000,-8966507296737023410,5,9,10000
