R,U,L,N,K,replicate,seed,extinction_generation,extinction_status,final_generation,final_popsize
4,1.5,0.6,5000,10000,3,1692410510174388917,,survived,500,10000
4,1.5,0.6,5000,10000,4,-1134671026139965101,,survived,500,10000
4,1.5,0.6,5000,10000,5,-6561633643653226789,,survived,500,10000
4,1.5,0.8,5000,10000,1,1612768716315710743,,survived,500,10000
4,1.5,0.8,5000,10000,2,-3821969292579028927,,survived,500,10000
4,1.5,0.8,5000,10000,3,8269143369259664674,,survived,500,10000
4,1.5,0.8,5000,10000,4,13778392529656023,,survived,500,10000
4,1.5,0.8,5000,10000,5,-6924853751869396998,,survived,500,10000
4,1.5,1.0,5000,10000,1,-3521987249833626676,51,extinct,51,0
4,1.5,1.0,5000,10000,2,4443358017838918097,63,extinct,63,0
4,1.5,1.0,5000,10000,3,7849041502131775925,75,extinct,75,0
4,1.5,1.0,5000,10000,4,-2599375977017318410,62,extinct,62,0
4,1.5,1.0,5000,10000,5,-8905798769483726307,66,extinct,66,0
4,2.0,0.0,5000,10000,1,-6834582433779951385,,survived,500,10000
4,2.0,0.0,5000,10000,2,516203650285532998,,survived,500,10000
4,2.0,0.0,5000,10000,3,3367644092116376327,,survived,500,10000
4,2.0,0.0,5000,10000,4,-357898908633212718,,survived,500,10000
4,2.0,0.0,5000,10000,5,-3633926197519292554,,survived,500,10000
4,2.0,0.2,5000,10000,1,5596869423177955803,,survived,500,10000
4,2.0,0.2,5000,10000,2,3580586306712632352,,survived,500,10000
4,2.0,0.2,5000,10000,3,-290986581778106658,,survived,500,10000
4,2.0,0.2,5000,10000,4,628829335797282970,,survived,500,10000
4,2.0,0.2,5000,10000,5,-9152061022566226287,,survived,500,10000
4,2.0,0.4,5000,10000,1,8376180147566918718,,survived,500,10000
4,2.0,0.4,5000,10000,2,1863699722597503240,,survived,500,10000
4,2.0,0.4,5000,10000,3,1183045109331724312,,survived,500,10000
4,2.0,0.4,5000,10000,4,-6879538319699499922,,survived,500,10000
4,2.0,0.4,5000,10000,5,4627417560440638192,,survived,500,10000
4,2.0,0.6,5000,10000,1,-7743346830598021870,252,extinct,252,0
4,2.0,0.6,5000,10000,2,3932004501021790732,239,extinct,239,0
4,2.0,0.6,5000,10000,3,-7952309757152914387,166,extinct,166,0
4,2.0,0.6,5000,10000,4,7513452343691983583,249,extinct,249,0
4,2.0,0.6,5000,10000,5,4297813957837708596,295,extinct,295,0
4,2.0,0.8,5000,10000,1,-8393814813544556151,35,extinct,35,0
4,2.0,0.8,5000,10000,2,-2710653776844589862,31,extinct,31,0
4,2.0,0.8,5000,10000,3,-9220284940869022835,27,extinct,27,0
4,2.0,0.8,5000,10000,4,-2130756611380536699,33,extinct,33,0
4,2.0,0.8,5000,10000,5,-5945639020478881500,29,extinct,29,0
4,2.0,1.0,5000,10000,1,-5962703540386793666,14,extinct,14,0
4,2.0,1.0,5000,10000,2,6676876315152652295,14,extinct,14,0
4,2.0,1.0,5000,10000,3,-9222671841462056957,14,extinct,14,0
4,2.0,1.0,5000,10000,4,7630095889368805831,13,extinct,13,0
4,2.0,1.0,5000,10000,5,6979686949449594884,12,extinct,12,0
4,2.5,0.0,5000,10000,1,-6931792546451516898,,survived,500,10000
4,2.5,0.0,5000,10000,2,-7459483388691860824,,survived,500,10000
4,2.5,0.0,5000,10000,3,-5341122328720778783,,survived,500,10000
4,2.5,0.0,5000,10000,4,132830470679566816,,survived,500,10000
4,2.5,0.0,5000,10000,5,-8855706277083989434,,survived,500,10000
4,2.5,0.2,5000,10000,1,-495341889886779685,,survived,500,10000
4,2.5,0.2,5000,10000,2,-3852120714199572924,,survived,500,10000
4,2.5,0.2,5000,10000,3,-1316352715670280859,,survived,500,10000
4,2.5,0.2,5000,10000,4,8693780434664902794,,survived,500,10000
4,2.5,0.2,5000,10000,5,-8436543258906485753,,survived,500,10000
4,2.5,0.4,5000,10000,1,5998357967744844596,,survived,500,10000
4,2.5,0.4,5000,10000,2,2236387795227616440,,survived,500,10000
4,2.5,0.4,5000,10000,3,8949114410554336356,,survived,500,10000
4,2.5,0.4,5000,10000,4,-3817616391481345878,,survived,500,10000
4,2.5,0.4,5000,10000,5,-2620434410972127298,,survived,500,10000
4,2.5,0.6,5000,10000,1,-320300316740186113,30,extinct,30,0
4,2.5,0.6,5000,10000,2,8813913954789201624,28,extinct,28,0
4,2.5,0.6,5000,10000,3,2476177475685798377,24,extinct,24,0
4,2.5,0.6,5000,10000,4,-6468435482792977100,26,extinct,26,0
4,2.5,0.6,5000,10000,5,4921125833052415144,25,extinct,25,0
4,2.5,0.8,5000,10000,1,-7451729425912669898,16,extinct,16,0
4,2.5,0.8,5000,10000,2,236112365505179052,12,extinct,12,0
4,2.5,0.8,5000,10000,3,-7364716748390363010,13,extinct,13,0
4,2.5,0.8,5000,10000,4,1211179388180952000,13,extinct,13,0
4,2.5,0.8,5000,10000,5,-7809833206698036776,14,extinct,14,0
4,2.5,1.0,5000,10000,1,-7000190127972941789,8,extinct,8,0
4,2.5,1.0,5000,10000,2,-4238476235362099007,8,extinct,8,0
4,2.5,1.0,5000,10000,3,1118253885848487093,9,extinct,9,0
4,2.5,1.0,5000,10000,4,781073576613518607,8,extinct,8,0
4,2.5,1.0,5000,10000,5,-2854564559646031371,7,extinct,7,0
4,3.0,0.0,5000,10000,1,6819069752475787723,,survived,500,10000
4,3.0,0.0,5000,10000,2,8116222172662650588,,survived,500,10000
4,3.0,0.0,5000,10000,3,-2292294593067056058,,survived,500,10000
4,3.0,0.0,5000,10000,4,-4884470594968444758,,survived,500,10000
4,3.0,0.0,5000,10000,5,-4537386219721692170,,survived,500,10000
4,3.0,0.2,5000,10000,1,-8579994208980050572,,survived,500,10000
4,3.0,0.2,5000,10000,2,-8397635010708595229,,survived,500,10000
4,3.0,0.2,5000,10000,3,-3233814780478541702,,survived,500,10000
4,3.0,0.2,5000,10000,4,2478449906163399505,,survived,500,10000
4,3.0,0.2,5000,10000,5,-2575617031800152638,,survived,500,10000
4,3.0,0.4,5000,10000,1,6244955028501511661,43,extinct,43,0
4,3.0,0.4,5000,10000,2,-1293752676729976051,38,extinct,38,0
4,3.0,0.4,5000,10000,3,-32605700354811134,42,extinct,42,0
4,3.0,0.4,5000,10000,4,4007371098133899552,41,extinct,41,0
4,3.0,0.4,5000,10000,5,862897838552457243,50,extinct,50,0
4,3.0,0.6,5000,10000,1,6801679286510951107,18,extinct,18,0
4,3.0,0.6,5000,10000,2,-6568167156253724814,15,extinct,15,0
4,3.0,0.6,5000,10000,3,2622977600771542847,20,extinct,20,0
4,3.0,0.6,5000,10000,4,8603589937508386186,14,extinct,14,0
4,3.0,0.6,5000,10000,5,-7225203136835411449,17,extinct,17,0
4,3.0,0.8,5000,10000,1,7865697453755761735,8,extinct,8,0
4,3.0,0.8,5000,10000,2,-5263889521038780299,10,extinct,10,0
4,3.0,0.8,5000,10000,3,-1747825264682838872,9,extinct,9,0
4,3.0,0.8,5000,10000,4,7099649349708734132,10,extinct,10,0
4,3.0,0.8,5000,10000,5,-1049308502845250529,12,extinct,12,0
4,3.0,1.0,5000,10000,1,951895174707399147,8,extinct,8,0
4,3.0,1.0,5000,10000,2,2344416920947150256,7,extinct,7,0
4,3.0,1.0,5000,10000,3,1229639891022225703,6,extinct,6,0
4,3.0,1.0,5000,10000,4,5483305041539517498,9,extinct,9,0
4,3.0,1.0,5000,10000,5,9000684233215374291,6,extinct,6,0
4,3.5,0.0,5000,10000,1,-4125671524652430626,,survived,500,10000
4,3.5,0.0,5000,10000,2,2132364414800498544,,survived,500,10000
4,3.5,0.0,5000,10000,3,8749602548249673182,,survived,500,10000
4,3.5,0.0,5000,10000,4,382065307955039890,,survived,500,10000
4,3.5,0.0,5000,10000,5,8169904227543371006,,survived,500,10000
4,3.5,0.2,5000,10000,1,-7003572996425664640,,survived,500,10000
4,3.5,0.2,5000,10000,2,3428112191753589501,178,extinct,178,0
4,3.5,0.2,5000,10000,3,-4461119014517993493,,survived,500,10000
4,3.5,0.2,5000,10000,4,-8612732170268708014,,survived,500,10000
4,3.5,0.2,5000,10000,5,4858514612063873404,,survived,500,10000
4,3.5,0.4,5000,10000,1,7377546420153816304,21,extinct,21,0
4,3.5,0.4,5000,10000,2,-4283935863685103230,26,extinct,26,0
4,3.5,0.4,5000,10000,3,3738882146443878616,22,extinct,22,0
4,3.5,0.4,5000,10000,4,5477609338015458402,25,extinct,25,0
4,3.5,0.4,5000,10000,5,6995019726178826150,24,extinct,24,0
4,3.5,0.6,5000,10000,1,7324383980805205175,14,extinct,14,0
4,3.5,0.6,5000,10000,2,-7521638789486978802,10,extinct,10,0
4,3.5,0.6,5000,10000,3,-1141470872293536160,11,extinct,11,0
4,3.5,0.6,5000,10000,4,8834820427231272550,12,extinct,12,0
4,3.5,0.6,5000,10000,5,8509498083701858908,10,extinct,10,0
4,3.5,0.8,5000,10000,1,8685457962105281672,6,extinct,6,0
4,3.5,0.8,5000,10000,2,8189983335794623385,9,extinct,9,0
4,3.5,0.8,5000,10000,3,-845076383234089154,6,extinct,6,0
4,3.5,0.8,5000,10000,4,125611875062890032,6,extinct,6,0
4,3.5,0.8,5000,10000,5,2790798363135431108,6,extinct,6,0
4,3.5,1.0,5000,10000,1,-85747521480037236,4,extinct,4,0
4,3.5,1.0,5000,10000,2,2019094128938067993,5,extinct,5,0
4,3.5,1.0,5000,10000,3,3680762566923729722,5,extinct,5,0
4,3.5,1.0,5000,10000,4,3568903635902417203,5,extinct,5,0
4,3.5,1.0,5000,10000,5,-6508439311734861963,4,extinct,4,0
4,4.0,0.0,5000,10000,1,1658701513618866284,,survived,500,10000
4,4.0,0.0,5000,10000,2,-6356620922305587470,,survived,500,10000
4,4.0,0.0,5000,10000,3,-2496400134940564209,,survived,500,10000
4,4.0,0.0,5000,10000,4,3190924036645580780,,survived,500,10000
4,4.0,0.0,5000,10000,5,32276170283082888,,survived,500,10000
4,4.0,0.2,5000,10000,1,-325900092607610166,52,extinct,52,0
4,4.0,0.2,5000,10000,2,3364763041820246011,57,extinct,57,0
4,4.0,0.2,5000,10000,3,-6592870502232268377,50,extinct,50,0
4,4.0,0.2,5000,10000,4,-769981090346156588,48,extinct,48,0
4,4.0,0.2,5000,10000,5,3016781034359721546,54,extinct,54,0
4,4.0,0.4,5000,10000,1,8605182706166236840,17,extinct,17,0
4,4.0,0.4,5000,10000,2,-2521585397574884106,15,extinct,15,0
4,4.0,0.4,5000,10000,3,-6178023771306488552,17,extinct,17,0
4,4.0,0.4,5000,10000,4,-8814765181580222495,18,extinct,18,0
4,4.0,0.4,5000,10000,5,5575484433707437400,15,extinct,15,0
4,4.0,0.6,5000,10000,1,5165905147802811241,9,extinct,9,0
4,4.0,0.6,5000,10000,2,-2606237386372692865,9,extinct,9,0
4,4.0,0.6,5000,10000,3,4553862390977587706,8,extinct,8,0
4,4.0,0.6,5000,10000,4,6099022596740342998,8,extinct,8,0
4,4.0,0.6,5000,10000,5,-6030141158298097547,9,extinct,9,0
4,4.0,0.8,5000,10000,1,-2732882402820124140,6,extinct,6,0
4,4.0,0.8,5000,10000,2,-4041096719020501334,8,extinct,8,0
4,4.0,0.8,5000,10000,3,-6388196179024028184,5,extinct,5,0
4,4.0,0.8,5000,10000,4,-972061725388131133,5,extinct,5,0
4,4.0,0.8,5000,10000,5,-3207078790530921994,5,extinct,5,0
4,4.0,1.0,5000,10000,1,553192750779232125,4,extinct,4,0
4,4.0,1.0,5000,10000,2,-241015698319190277,4,extinct,4,0
4,4.0,1.0,5000,10000,3,7358483616616989862,4,extinct,4,0
4,4.0,1.0,5000,10000,4,-5263530707958001945,4,extinct,4,0
4,4.0,1.0,5000,10000,5,-6368139160381097610,4,extinct,4,0
4,4.5,0.0,5000,10000,1,-5113824604213966579,,survived,500,10000
4,4.5,0.0,5000,10000,2,-4498277640416930550,,survived,500,10000
4,4.5,0.0,5000,10000,3,-7451677144695789631,,survived,500,10000
4,4.5,0.0,5000,10000,4,-7505493852523901083,,survived,500,10000
4,4.5,0.0,5000,10000,5,428251630664024279,,survived,500,10000
4,4.5,0.2,5000,10000,1,1080750437478325973,27,extinct,27,0
4,4.5,0.2,5000,10000,2,-5983361703722882232,31,extinct,31,0
4,4.5,0.2,5000,10000,3,-9153374156661598506,33,extinct,33,0
4,4.5,0.2,5000,10000,4,227521436394994410,32,extinct,32,0
4,4.5,0.2,5000,10000,5,8966268397469760893,38,extinct,38,0
4,4.5,0.4,5000,10000,1,606545335199168331,12,extinct,12,0
4,4.5,0.4,5000,10000,2,-5040142606334443566,14,extinct,14,0
4,4.5,0.4,5000,10000,3,5023419687107853336,12,extinct,12,0
4,4.5,0.4,5000,10000,4,-4492136100522929765,11,extinct,11,0
4,4.5,0.4,5000,10000,5,-7804752637823524273,11,extinct,11,0
4,4.5,0.6,5000,10000,1,-1193444908275357354,8,extinct,8,0
4,4.5,0.6,5000,10000,2,-4018637918759902605,7,extinct,7,0
4,4.5,0.6,5000,10000,3,2162351661630774804,7,extinct,7,0
4,4.5,0.6,5000,10000,4,-2116177360399996000,7,extinct,7,0
4,4.5,0.6,5000,10000,5,3563006403178230793,9,extinct,9,0
4,4.5,0.8,5000,10000,1,4844926534261591624,5,extinct,5,0
4,4.5,0.8,5000,10000,2,-8016208459533500459,4,extinct,4,0
4,4.5,0.8,5000,10000,3,482272372561274976,4,extinct,4,0
4,4.5,0.8,5000,10000,4,33577521430469509,5,extinct,5,0
4,4.5,0.8,5000,10000,5,7106599277161428705,5,extinct,5,0
4,4.5,1.0,5000,10000,1,-3395613645535054288,3,extinct,3,0
4,4.5,1.0,5000,10000,2,-2881987086811917927,3,extinct,3,0
4,4.5,1.0,5000,10000,3,6959769375915218018,3,extinct,3,0
4,4.5,1.0,5000,10000,4,-4594011113648889410,4,extinct,4,0
4,4.5,1.0,5000,10000,5,7308032964059585037,4,extinct,4,0
4,5.0,0.0,5000,10000,1,-7027229488998040219,,survived,500,10000
4,5.0,0.0,5000,10000,2,-9162781584061186122,,survived,500,10000
4,5.0,0.0,5000,10000,3,2478188391485459677,,survived,500,10000
4,5.0,0.0,5000,10000,4,5697687804020759765,,survived,500,10000
4,5.0,0.0,5000,10000,5,6470027730885050435,,survived,500,10000
4,5.0,0.2,5000,10000,1,6824645855327212885,24,extinct,24,0
4,5.0,0.2,5000,10000,2,-2223971190374643597,23,extinct,23,0
4,5.0,0.2,5000,10000,3,-661340700991339190,27,extinct,27,0
4,5.0,0.2,5000,10000,4,2052393659328979069,22,extinct,22,0
4,5.0,0.2,5000,10000,5,-4425566153449670806,21,extinct,21,0
4,5.0,0.4,5000,10000,1,2102910885577633172,9,extinct,9,0
4,5.0,0.4,5000,10000,2,748970470058745247,10,extinct,10,0
4,5.0,0.4,5000,10000,3,8078484846502902816,8,extinct,8,0
4,5.0,0.4,5000,10000,4,-1805277140694613927,12,extinct,12,0
4,5.0,0.4,5000,10000,5,-3946432003291757054,10,extinct,10,0
4,5.0,0.6,5000,10000,1,3072439441561133848,5,extinct,5,0
4,5.0,0.6,5000,10000,2,3378007252810702060,5,extinct,5,0
4,5.0,0.6,5000,10000,3,-2060935704207601201,6,extinct,6,0
4,5.0,0.6,5000,10000,4,4325729767581778802,5,extinct,5,0
4,5.0,0.6,5000,10000,5,8577520302459860433,6,extinct,6,0
4,5.0,0.8,5000,10000,1,-2465161624436304836,4,extinct,4,0
4,5.0,0.8,5000,10000,2,6117821852637945703,5,extinct,5,0
4,5.0,0.8,5000,10000,3,4591972760547005318,3,extinct,3,0
4,5.0,0.8,5000,10000,4,-7751808501492453670,4,extinct,4,0
4,5.0,0.8,5000,10000,5,-1490107804844023510,4,extinct,4,0
4,5.0,1.0,5000,10000,1,-1868489384285494566,3,extinct,3,0
4,5.0,1.0,5000,10000,2,6825198568662546493,3,extinct,3,0
4,5.0,1.0,5000,10000,3,3247108877949871912,3,extinct,3,0
4,5.0,1.0,5000,10000,4,4600640537553119212,3,extinct,3,0
4,5.0,1.0,5000,10000,5,5252881632371216542,4,extinct,4,0
6,0.0,0.0,5000,10000,1,2320947616353304888,,survived,500,10000
6,0.0,0.0,5000,10000,2,8830435609243612571,,survived,500,10000
6,0.0,0.0,5000,10000,3,4121967223779243013,,survived,500,10000
6,0.0,0.0,5000,10000,4,6568617515025879533,,survived,500,10000
6,0.0,0.0,5000,10000,5,2638763443400603543,,survived,500,10000
6,0.0,0.2,5000,10000,1,2740226048274605763,,survived,500,10000
6,0.0,0.2,5000,10000,2,-9050805190351251394,,survived,500,10000
6,0.0,0.2,5000,10000,3,6476086559263054853,,survived,500,10000
6,0.0,0.2,5000,10000,4,5603025966800265495,,survived,500,10000
6,0.0,0.2,5000,10000,5,702523014510746402,,survived,500,10000
6,0.0,0.4,5000,10000,1,-4710501897824257293,,survived,500,10000
6,0.0,0.4,5000,10000,2,9044286420716857978,,survived,500,10000
6,0.0,0.4,5000,10000,3,4104142503145412478,,survived,500,10000
6,0.0,0.4,5000,10000,4,8522865841891909131,,survived,500,10000
6,0.0,0.4,5000,10000,5,-2868786958286250404,,survived,500,10000
6,0.0,0.6,5000,10000,1,-2352002166192389764,,survived,500,10000
6,0.0,0.6,5000,10000,2,-632702104502643047,,survived,500,10000
6,0.0,0.6,5000,10000,3,7810587262239798952,,survived,500,10000
6,0.0,0.6,5000,10000,4,1244517467173883639,,survived,500,10000
6,0.0,0.6,5000,10000,5,5299601495697211311,,survived,500,10000
6,0.0,0.8,5000,10000,1,6404405029408924143,,survived,500,10000
6,0.0,0.8,5000,10000,2,-2277245630679936361,,survived,500,10000
6,0.0,0.8,5000,10000,3,-4785316759761682003,,survived,500,10000
6,0.0,0.8,5000,10000,4,2789011799399167361,,survived,500,10000
6,0.0,0.8,5000,10000,5,8336698756625569251,,survived,500,10000
6,0.0,1.0,5000,10000,1,7312735800992122640,,survived,500,10000
6,0.0,1.0,5000,10000,2,7988376863215718672,,survived,500,10000
6,0.0,1.0,5000,10000,3,-6101345448759547707,,survived,500,10000
6,0.0,1.0,5000,10000,4,4017937709706918451,,survived,500,10000
6,0.0,1.0,5000,10000,5,-8245352931608099863,,survived,500,10000
6,0.5,0.0,5000,10000,1,-6183575859603110975,,survived,500,10000
6,0.5,0.0,5000,10000,2,5387351544266936774,,survived,500,10000
6,0.5,0.0,5000,10000,3,-3779735083773417468,,survived,500,10000
6,0.5,0.0,5000,10000,4,-8030752350270094476,,survived,500,10000
6,0.5,0.0,5000,10000,5,-8654664267032089804,,survived,500,10000
6,0.5,0.2,5000,10000,1,4546869830071405825,,survived,500,10000
6,0.5,0.2,5000,10000,2,6184782746451314012,,survived,500,10000
6,0.5,0.2,5000,10000,3,4786166845995786484,,survived,500,10000
6,0.5,0.2,5000,10000,4,6012416058145977891,,survived,500,10000
6,0.5,0.2,5000,10000,5,2066745964903839017,,survived,500,10000
6,0.5,0.4,5000,10000,1,-6100191751315361,,survived,500,10000
6,0.5,0.4,5000,10000,2,1440753733744874238,,survived,500,10000
6,0.5,0.4,5000,10000,3,3051242770931361727,,survived,500,10000
6,0.5,0.4,5000,10000,4,-8490601390696948158,,survived,500,10000
6,0.5,0.4,5000,10000,5,2089060553491113231,,survived,500,10000
6,0.5,0.6,5000,10000,1,-6377174871119466304,,survived,500,10000
6,0.5,0.6,5000,10000,2,-747939334915709124,,survived,500,10000
6,0.5,0.6,5000,10000,3,-5686150344430038223,,survived,500,10000
6,0.5,0.6,5000,10000,4,-8583102014022036581,,survived,500,10000
6,0.5,0.6,5000,10000,5,-2308422021097796296,,survived,500,10000
6,0.5,0.8,5000,10000,1,-6523982368997440329,,survived,500,10000
6,0.5,0.8,5000,10000,2,-897049062524012599,,survived,500,10000
6,0.5,0.8,5000,10000,3,2043460425484784512,,survived,500,10000
6,0.5,0.8,5000,10000,4,-5417059801904103634,,survived,500,10000
6,0.5,0.8,5000,10000,5,396169177198664374,,survived,500,10000
6,0.5,1.0,5000,10000,1,-3652200303753752758,,survived,500,10000
6,0.5,1.0,5000,10000,2,924790661721030177,,survived,500,10000
6,0.5,1.0,5000,10000,3,7222280977417538862,,survived,500,10000
6,0.5,1.0,5000,10000,4,6665215047040005938,,survived,500,10000
6,0.5,1.0,5000,10000,5,-194609258394077888,,survived,500,10000
6,1.0,0.0,5000,10000,1,4828289696075100816,,survived,500,10000
6,1.0,0.0,5000,10000,2,-8286579380466658880,,survived,500,10000
6,1.0,0.0,5000,10000,3,8816718678456010681,,survived,500,10000
6,1.0,0.0,5000,10000,4,5496691182694423627,,survived,500,10000
6,1.0,0.0,5000,10000,5,-9101895731050737748,,survived,500,10000
6,1.0,0.2,5000,10000,1,-5208637520059046592,,survived,500,10000
6,1.0,0.2,5000,10000,2,-747381558235633933,,survived,500,10000
6,1.0,0.2,5000,10000,3,-736608261255750599,,survived,500,10000
6,1.0,0.2,5000,10000,4,1049750853530449788,,survived,500,10000
6,1.0,0.2,5000,10000,5,-3403189290628143180,,survived,500,10000
6,1.0,0.4,5000,10000,1,-7301321568377403703,,survived,500,10000
6,1.0,0.4,5000,10000,2,6017105900273413267,,survived,500,10000
6,1.0,0.4,5000,10000,3,-8631293512178927094,,survived,500,10000
6,1.0,0.4,5000,10000,4,-1812141246768751689,,survived,500,10000
6,1.0,0.4,5000,10000,5,-5294830510018614080,,survived,500,10000
6,1.0,0.6,5000,10000,1,5665363619998098430,,survived,500,10000
6,1.0,0.6,5000,10000,2,8987267169366216916,,survived,500,10000
6,1.0,0.6,5000,10000,3,1489347191892401426,,survived,500,10000
6,1.0,0.6,5000,10000,4,1863786946168367090,,survived,500,10000
6,1.0,0.6,5000,10000,5,-3374497996350648451,,survived,500,10000
6,1.0,0.8,5000,10000,1,5662369739035171958,,survived,500,10000
6,1.0,0.8,5000,10000,2,-7495882605446105918,,survived,500,10000
6,1.0,0.8,5000,10000,3,1433118657358019379,,survived,500,10000
6,1.0,0.8,5000,10000,4,547223396970253079,,survived,500,10000
6,1.0,0.8,5000,10000,5,9043943666108893169,,survived,500,10000
6,1.0,1.0,5000,10000,1,-3726723216016873512,,survived,500,10000
6,1.0,1.0,5000,10000,2,-4685289977377695182,,survived,500,10000
6,1.0,1.0,5000,10000,3,725957496538489802,,survived,500,10000
6,1.0,1.0,5000,10000,4,4190187377817299554,,survived,500,10000
6,1.0,1.0,5000,10000,5,5784743520004229064,,survived,500,10000
6,1.5,0.0,5000,10000,1,5035004803570508209,,survived,500,10000
6,1.5,0.0,5000,10000,2,-9221681668612349440,,survived,500,10000
6,1.5,0.0,5000,10000,3,1894866222374395739,,survived,500,10000
6,1.5,0.0,5000,10000,4,-6106173833204496232,,survived,500,10000
6,1.5,0.0,5000,10000,5,-6386059684306129681,,survived,500,10000
6,1.5,0.2,5000,10000,1,-8775944736083469177,,survived,500,10000
6,1.5,0.2,5000,10000,2,236743234715812693,,survived,500,10000
6,1.5,0.2,5000,10000,3,-4574087490381694615,,survived,500,10000
6,1.5,0.2,5000,10000,4,5494402810677370970,,survived,500,10000
6,1.5,0.2,5000,10000,5,-6000538302569014367,,survived,500,10000
6,1.5,0.4,5000,10000,1,2763706771710504559,,survived,500,10000
6,1.5,0.4,5000,10000,2,4569085886865406758,,survived,500,10000
6,1.5,0.4,5000,10000,3,914852471982109615,,survived,500,10000
6,1.5,0.4,5000,10000,4,-3137429768967575286,,survived,500,10000
6,1.5,0.4,5000,10000,5,-3780643565928113543,,survived,500,10000
6,1.5,0.6,5000,10000,1,6292117355937996091,,survived,500,10000
6,1.5,0.6,5000,10000,2,6627002197733038496,,survived,500,10000
6,1.5,0.6,5000,10000,3,5735438956425666771,,survived,500,10000
6,1.5,0.6,5000,10000,4,9092219426019329031,,survived,500,10000
6,1.5,0.6,5000,10000,5,-264000833401781166,,survived,500,10000
6,1.5,0.8,5000,10000,1,-8863740077242766930,,survived,500,10000
6,1.5,0.8,5000,10000,2,-7714169811326310533,,survived,500,10000
6,1.5,0.8,5000,10000,3,-6729376052468330959,,survived,500,10000
6,1.5,0.8,5000,10000,4,-3787176310302323374,,survived,500,10000
6,1.5,0.8,5000,10000,5,-3405059492545649281,,survived,500,10000
6,1.5,1.0,5000,10000,1,1076994844021844579,,survived,500,10000
6,1.5,1.0,5000,10000,2,-5704658989684253558,,survived,500,10000
6,1.5,1.0,5000,10000,3,-8712476509093041045,,survived,500,10000
6,1.5,1.0,5000,10000,4,-2902470034458210058,,survived,500,10000
6,1.5,1.0,5000,10000,5,2337026462135262794,,survived,500,10000
6,2.0,0.0,5000,10000,1,-8734818900336260128,,survived,500,10000
6,2.0,0.0,5000,10000,2,6533502647024308575,,survived,500,10000
6,2.0,0.0,5000,10000,3,646966558604333741,,survived,500,10000
6,2.0,0.0,5000,10000,4,3628243615303597465,,survived,500,10000
6,2.0,0.0,5000,10000,5,6989147900664111426,,survived,500,10000
6,2.0,0.2,5000,10000,1,3652435445721111991,,survived,500,10000
6,2.0,0.2,5000,10000,2,1730492493603363586,,survived,500,10000
6,2.0,0.2,5000,10000,3,-3480987824430571946,,survived,500,10000
6,2.0,0.2,5000,10000,4,1133238437498882053,,survived,500,10000
6,2.0,0.2,5000,10000,5,-7749741132033948622,,survived,500,10000
6,2.0,0.4,5000,10000,1,3459843827160285804,,survived,500,10000
6,2.0,0.4,5000,10000,2,3154103787649485716,,survived,500,10000
6,2.0,0.4,5000,10000,3,6076208102967222112,,survived,500,10000
6,2.0,0.4,5000,10000,4,299113536051931005,,survived,500,10000
6,2.0,0.4,5000,10000,5,-2194734124768349101,,survived,500,10000
6,2.0,0.6,5000,10000,1,8064762957356958160,,survived,500,10000
6,2.0,0.6,5000,10000,2,-6208463388645312010,,survived,500,10000
6,2.0,0.6,5000,10000,3,8995363702593487122,,survived,500,10000
6,2.0,0.6,5000,10000,4,3254491802560119176,,survived,500,10000
6,2.0,0.6,5000,10000,5,8454591368065720070,,survived,500,10000
6,2.0,0.8,5000,10000,1,1168668040694265237,,survived,500,10000
6,2.0,0.8,5000,10000,2,1273009265575414946,,survived,500,10000
6,2.0,0.8,5000,10000,3,-4626815511630623152,,survived,500,10000
6,2.0,0.8,5000,10000,4,8354056719514531757,,survived,500,10000
6,2.0,0.8,5000,10000,5,437727893921313064,,survived,500,10000
6,2.0,1.0,5000,10000,1,-5373603053011327029,38,extinct,38,0
6,2.0,1.0,5000,10000,2,4680430179589565357,36,extinct,36,0
6,2.0,1.0,5000,10000,3,-798603436612858931,34,extinct,34,0
6,2.0,1.0,5000,10000,4,5259379480686956229,39,extinct,39,0
6,2.0,1.0,5000,10000,5,-4562123857836830518,52,extinct,52,0
6,2.5,0.0,5000,10000,1,-7376799462476717912,,survived,500,10000
6,2.5,0.0,5000,10000,2,-4578476401639832220,,survived,500,10000
6,2.5,0.0,5000,10000,3,5450207689293340035,,survived,500,10000
6,2.5,0.0,5000,10000,4,-2995376479760134809,,survived,500,10000
6,2.5,0.0,5000,10000,5,-7834216919185110916,,survived,500,10000
6,2.5,0.2,5000,10000,1,6892289153335884373,,survived,500,10000
6,2.5,0.2,5000,10000,2,1292345072273304500,,survived,500,10000
6,2.5,0.2,5000,10000,3,-7957783267126876579,,survived,500,10000
6,2.5,0.2,5000,10000,4,6891378032469262804,,survived,500,10000
6,2.5,0.2,5000,10000,5,3563265280622821896,,survived,500,10000
6,2.5,0.4,5000,10000,1,-2574586255189077279,,survived,500,10000
6,2.5,0.4,5000,10000,2,1784673939912479732,,survived,500,10000
6,2.5,0.4,5000,10000,3,4280226310855796294,,survived,500,10000
6,2.5,0.4,5000,10000,4,-7841321506278320407,,survived,500,10000
6,2.5,0.4,5000,10000,5,-5392234248756052726,,survived,500,10000
6,2.5,0.6,5000,10000,1,6542717618957788719,,survived,500,10000
6,2.5,0.6,5000,10000,2,-1172020039429131958,,survived,500,10000
