R,U,L,N,K,replicate,seed,extinction_generation,extinction_status,final_generation,final_popsize
2,0.5,0.6,5000,10000,5,-1145203791906502047,,survived,500,10000
2,0.5,0.8,5000,10000,1,769741508212579944,,survived,500,10000
2,0.5,0.8,5000,10000,2,-1653333986220361406,,survived,500,10000
2,0.5,0.8,5000,10000,3,7530819669181990808,,survived,500,10000
2,0.5,0.8,5000,10000,4,1545618414609470291,,survived,500,10000
2,0.5,0.8,5000,10000,5,8302333151774107121,,survived,500,10000
2,0.5,1.0,5000,10000,1,8565723565028074911,,survived,500,10000
2,0.5,1.0,5000,10000,2,-759134976372079059,,survived,500,10000
2,0.5,1.0,5000,10000,3,-8070086799223042268,,survived,500,10000
2,0.5,1.0,5000,10000,4,-4097292310309094122,,survived,500,10000
2,0.5,1.0,5000,10000,5,6252764468561373032,,survived,500,10000
2,1.0,0.0,5000,10000,1,-3352472154005192356,,survived,500,10000
2,1.0,0.0,5000,10000,2,2044880170676622527,,survived,500,10000
2,1.0,0.0,5000,10000,3,-6755016274966513334,,survived,500,10000
2,1.0,0.0,5000,10000,4,-5451445689976671215,,survived,500,10000
2,1.0,0.0,5000,10000,5,7550152432477144575,,survived,500,10000
2,1.0,0.2,5000,10000,1,-5702466060140440865,,survived,500,10000
2,1.0,0.2,5000,10000,2,3349345682223749853,,survived,500,10000
2,1.0,0.2,5000,10000,3,6039692766938470784,,survived,500,10000
2,1.0,0.2,5000,10000,4,7626246734434546599,,survived,500,10000
2,1.0,0.2,5000,10000,5,-4133119242467005155,,survived,500,10000
2,1.0,0.4,5000,10000,1,-8754771982726291230,,survived,500,10000
2,1.0,0.4,5000,10000,2,8402723995314181863,,survived,500,10000
2,1.0,0.4,5000,10000,3,7813836915252502905,,survived,500,10000
2,1.0,0.4,5000,10000,4,-1676515508285731321,,survived,500,10000
2,1.0,0.4,5000,10000,5,7823328405675497102,,survived,500,10000
2,1.0,0.6,5000,10000,1,-7466286509556156832,279,extinct,279,0
2,1.0,0.6,5000,10000,2,-6636951135962939070,267,extinct,267,0
2,1.0,0.6,5000,10000,3,-4036187357523822905,493,extinct,493,0
2,1.0,0.6,5000,10000,4,8407154265149382651,392,extinct,392,0
2,1.0,0.6,5000,10000,5,6011455474562105396,268,extinct,268,0
2,1.0,0.8,5000,10000,1,6758122661795976565,67,extinct,67,0
2,1.0,0.8,5000,10000,2,-3466558483560996084,62,extinct,62,0
2,1.0,0.8,5000,10000,3,-1716854261191413724,51,extinct,51,0
2,1.0,0.8,5000,10000,4,-5069231789339935608,58,extinct,58,0
2,1.0,0.8,5000,10000,5,-8503839092925595180,58,extinct,58,0
2,1.0,1.0,5000,10000,1,1765463464359411944,24,extinct,24,0
2,1.0,1.0,5000,10000,2,4450948031069240805,31,extinct,31,0
2,1.0,1.0,5000,10000,3,2456175145174030100,24,extinct,24,0
2,1.0,1.0,5000,10000,4,-3786819189564145274,24,extinct,24,0
2,1.0,1.0,5000,10000,5,6431432949637690316,28,extinct,28,0
2,1.5,0.0,5000,10000,1,4879773697985460015,,survived,500,10000
2,1.5,0.0,5000,10000,2,-2386682088269978921,,survived,500,10000
2,1.5,0.0,5000,10000,3,4483195971205658487,,survived,500,10000
2,1.5,0.0,5000,10000,4,-4154240788014375422,,survived,500,10000
2,1.5,0.0,5000,10000,5,-7113299490029952712,,survived,500,10000
2,1.5,0.2,5000,10000,1,8473267196190181,,survived,500,10000
2,1.5,0.2,5000,10000,2,-4755985234683596777,,survived,500,10000
2,1.5,0.2,5000,10000,3,-7807175919645831543,,survived,500,10000
2,1.5,0.2,5000,10000,4,-2794510760990925052,,survived,500,10000
2,1.5,0.2,5000,10000,5,169223450529259068,,survived,500,10000
2,1.5,0.4,5000,10000,1,6853523441357766374,67,extinct,67,0
2,1.5,0.4,5000,10000,2,2242613057287351554,63,extinct,63,0
2,1.5,0.4,5000,10000,3,5531349217331718610,75,extinct,75,0
2,1.5,0.4,5000,10000,4,210065038893068958,70,extinct,70,0
2,1.5,0.4,5000,10000,5,-3990005955122516866,81,extinct,81,0
2,1.5,0.6,5000,10000,1,7735616941697165771,31,extinct,31,0
2,1.5,0.6,5000,10000,2,-4853232888313695179,34,extinct,34,0
2,1.5,0.6,5000,10000,3,-6199450045577204214,26,extinct,26,0
2,1.5,0.6,5000,10000,4,-4317687009450691507,27,extinct,27,0
2,1.5,0.6,5000,10000,5,-3053006454229499021,25,extinct,25,0
2,1.5,0.8,5000,10000,1,5878491195353747993,17,extinct,17,0
2,1.5,0.8,5000,10000,2,5249387684530851177,15,extinct,15,0
2,1.5,0.8,5000,10000,3,3691725758566240255,17,extinct,17,0
2,1.5,0.8,5000,10000,4,-9188499055465113817,15,extinct,15,0
2,1.5,0.8,5000,10000,5,5085356617470325541,17,extinct,17,0
2,1.5,1.0,5000,10000,1,7016224752334825654,11,extinct,11,0
2,1.5,1.0,5000,10000,2,-2616984619327482011,13,extinct,13,0
2,1.5,1.0,5000,10000,3,463876656647966186,13,extinct,13,0
2,1.5,1.0,5000,10000,4,-4604240791022524065,12,extinct,12,0
2,1.5,1.0,5000,10000,5,6718109770201404121,9,extinct,9,0
2,2.0,0.0,5000,10000,1,-2602339465391883083,,survived,500,10000
2,2.0,0.0,5000,10000,2,5806491166765160255,,survived,500,10000
2,2.0,0.0,5000,10000,3,3531604743501044888,,survived,500,10000
2,2.0,0.0,5000,10000,4,620368596942000748,,survived,500,10000
2,2.0,0.0,5000,10000,5,-7568203916516933474,,survived,500,10000
2,2.0,0.2,5000,10000,1,5400477169307260939,76,extinct,76,0
2,2.0,0.2,5000,10000,2,5133746937182175896,92,extinct,92,0
2,2.0,0.2,5000,10000,3,3257184478165982862,71,extinct,71,0
2,2.0,0.2,5000,10000,4,669208897639892095,75,extinct,75,0
2,2.0,0.2,5000,10000,5,-2834289132330179313,76,extinct,76,0
2,2.0,0.4,5000,10000,1,7511670301811269330,27,extinct,27,0
2,2.0,0.4,5000,10000,2,-5625719258458096127,26,extinct,26,0
2,2.0,0.4,5000,10000,3,8200748091795829559,28,extinct,28,0
2,2.0,0.4,5000,10000,4,3284725679124029281,31,extinct,31,0
2,2.0,0.4,5000,10000,5,-1706219637390015102,30,extinct,30,0
2,2.0,0.6,5000,10000,1,-1442883986293833825,14,extinct,14,0
2,2.0,0.6,5000,10000,2,4689649947107325158,18,extinct,18,0
2,2.0,0.6,5000,10000,3,1969536384498040832,12,extinct,12,0
2,2.0,0.6,5000,10000,4,1815317645553710081,16,extinct,16,0
2,2.0,0.6,5000,10000,5,4973491457999097456,13,extinct,13,0
2,2.0,0.8,5000,10000,1,-1812455741157211918,11,extinct,11,0
2,2.0,0.8,5000,10000,2,-5363701130383748066,14,extinct,14,0
2,2.0,0.8,5000,10000,3,8320703581852161576,9,extinct,9,0
2,2.0,0.8,5000,10000,4,424815477249268821,11,extinct,11,0
2,2.0,0.8,5000,10000,5,1259111077724037942,9,extinct,9,0
2,2.0,1.0,5000,10000,1,985303022141949131,6,extinct,6,0
2,2.0,1.0,5000,10000,2,1772106822324443896,8,extinct,8,0
2,2.0,1.0,5000,10000,3,-2848127245968241396,12,extinct,12,0
2,2.0,1.0,5000,10000,4,327339606674444294,6,extinct,6,0
2,2.0,1.0,5000,10000,5,8636400943254903624,6,extinct,6,0
2,2.5,0.0,5000,10000,1,3451011747152466845,,survived,500,10000
2,2.5,0.0,5000,10000,2,7023702681111352378,,survived,500,10000
2,2.5,0.0,5000,10000,3,-6823815426490402632,,survived,500,10000
2,2.5,0.0,5000,10000,4,-1311972087743745056,,survived,500,10000
2,2.5,0.0,5000,10000,5,2825562014121787758,,survived,500,10000
2,2.5,0.2,5000,10000,1,-8200262484708312543,37,extinct,37,0
2,2.5,0.2,5000,10000,2,1943946015491694504,44,extinct,44,0
2,2.5,0.2,5000,10000,3,-6736322307815503947,38,extinct,38,0
2,2.5,0.2,5000,10000,4,-2026375451642156989,41,extinct,41,0
2,2.5,0.2,5000,10000,5,4821435663126032993,40,extinct,40,0
2,2.5,0.4,5000,10000,1,-1692786447266389055,17,extinct,17,0
2,2.5,0.4,5000,10000,2,7773808634483274198,22,extinct,22,0
2,2.5,0.4,5000,10000,3,5694236215691993367,16,extinct,16,0
2,2.5,0.4,5000,10000,4,-7364527894151036401,16,extinct,16,0
2,2.5,0.4,5000,10000,5,-2647657515859161432,17,extinct,17,0
2,2.5,0.6,5000,10000,1,-8352449774931583680,11,extinct,11,0
2,2.5,0.6,5000,10000,2,-8433271841782383581,9,extinct,9,0
2,2.5,0.6,5000,10000,3,-6671149399210892373,9,extinct,9,0
2,2.5,0.6,5000,10000,4,3856286752475222731,9,extinct,9,0
2,2.5,0.6,5000,10000,5,-2061611343633862549,9,extinct,9,0
2,2.5,0.8,5000,10000,1,-7038744788956904076,7,extinct,7,0
2,2.5,0.8,5000,10000,2,6736060040029254840,6,extinct,6,0
2,2.5,0.8,5000,10000,3,-2571590201053431157,7,extinct,7,0
2,2.5,0.8,5000,10000,4,-9198360240374379286,8,extinct,8,0
2,2.5,0.8,5000,10000,5,-8680025664028580404,8,extinct,8,0
2,2.5,1.0,5000,10000,1,1314864315079453530,7,extinct,7,0
2,2.5,1.0,5000,10000,2,853762513684761690,5,extinct,5,0
2,2.5,1.0,5000,10000,3,-4778345876044586742,6,extinct,6,0
2,2.5,1.0,5000,10000,4,6103188036500252102,5,extinct,5,0
2,2.5,1.0,5000,10000,5,6925567884741341540,5,extinct,5,0
2,3.0,0.0,5000,10000,1,7508096953367136952,,survived,500,10000
2,3.0,0.0,5000,10000,2,-2711960483430065533,143,extinct,143,0
2,3.0,0.0,5000,10000,3,-7447293262134923923,,survived,500,6961
2,3.0,0.0,5000,10000,4,-1025641870539518793,111,extinct,111,0
2,3.0,0.0,5000,10000,5,8767448665199669658,86,extinct,86,0
2,3.0,0.2,5000,10000,1,-7480627068056582169,25,extinct,25,0
2,3.0,0.2,5000,10000,2,-4099259542329465085,24,extinct,24,0
2,3.0,0.2,5000,10000,3,-4980105509776954888,25,extinct,25,0
2,3.0,0.2,5000,10000,4,-7249748984296059947,27,extinct,27,0
2,3.0,0.2,5000,10000,5,-5464089007270372317,25,extinct,25,0
2,3.0,0.4,5000,10000,1,-7729454367639887260,11,extinct,11,0
2,3.0,0.4,5000,10000,2,-2495551298516245654,13,extinct,13,0
2,3.0,0.4,5000,10000,3,3737536386888982324,12,extinct,12,0
2,3.0,0.4,5000,10000,4,6619789068928454769,14,extinct,14,0
2,3.0,0.4,5000,10000,5,7229846708367745433,16,extinct,16,0
2,3.0,0.6,5000,10000,1,-418939371290490975,7,extinct,7,0
2,3.0,0.6,5000,10000,2,7732373792292377632,9,extinct,9,0
2,3.0,0.6,5000,10000,3,4285592524690924361,9,extinct,9,0
2,3.0,0.6,5000,10000,4,974302582015011387,7,extinct,7,0
2,3.0,0.6,5000,10000,5,7535747716585226039,8,extinct,8,0
2,3.0,0.8,5000,10000,1,2481649548112085345,5,extinct,5,0
2,3.0,0.8,5000,10000,2,-6167400701740142331,5,extinct,5,0
2,3.0,0.8,5000,10000,3,-4866940501762630773,5,extinct,5,0
2,3.0,0.8,5000,10000,4,-1117950311284112668,5,extinct,5,0
2,3.0,0.8,5000,10000,5,-3668596772964031789,5,extinct,5,0
2,3.0,1.0,5000,10000,1,-1918841385318197925,4,extinct,4,0
2,3.0,1.0,5000,10000,2,8981165688734163304,5,extinct,5,0
2,3.0,1.0,5000,10000,3,5312076979313870652,4,extinct,4,0
2,3.0,1.0,5000,10000,4,-2767977436772185970,4,extinct,4,0
2,3.0,1.0,5000,10000,5,8025973383854696882,4,extinct,4,0
2,3.5,0.0,5000,10000,1,3385780272163414242,63,extinct,63,0
2,3.5,0.0,5000,10000,2,-270490939632458474,56,extinct,56,0
2,3.5,0.0,5000,10000,3,800372907064362939,81,extinct,81,0
2,3.5,0.0,5000,10000,4,1761363780279377898,66,extinct,66,0
2,3.5,0.0,5000,10000,5,-4569668210634680834,45,extinct,45,0
2,3.5,0.2,5000,10000,1,1039272522986150023,22,extinct,22,0
2,3.5,0.2,5000,10000,2,-8538316945132706778,19,extinct,19,0
2,3.5,0.2,5000,10000,3,4268016824861884266,20,extinct,20,0
2,3.5,0.2,5000,10000,4,5657543684299833793,19,extinct,19,0
2,3.5,0.2,5000,10000,5,7259792266984815767,18,extinct,18,0
2,3.5,0.4,5000,10000,1,1607946220120683526,10,extinct,10,0
2,3.5,0.4,5000,10000,2,1671438696983578832,10,extinct,10,0
2,3.5,0.4,5000,10000,3,-6042191547821150655,9,extinct,9,0
2,3.5,0.4,5000,10000,4,5955931340912420758,10,extinct,10,0
2,3.5,0.4,5000,10000,5,-8198099913641231200,10,extinct,10,0
2,3.5,0.6,5000,10000,1,3052457517544852833,6,extinct,6,0
2,3.5,0.6,5000,10000,2,-4149950762143007386,6,extinct,6,0
2,3.5,0.6,5000,10000,3,-5861810875065381649,6,extinct,6,0
2,3.5,0.6,5000,10000,4,-1510195499860565941,6,extinct,6,0
2,3.5,0.6,5000,10000,5,805102853386968178,7,extinct,7,0
2,3.5,0.8,5000,10000,1,-7074596616932535617,5,extinct,5,0
2,3.5,0.8,5000,10000,2,-6995641502092463776,5,extinct,5,0
2,3.5,0.8,5000,10000,3,6568196676166628802,5,extinct,5,0
2,3.5,0.8,5000,10000,4,-4034159103050305847,5,extinct,5,0
2,3.5,0.8,5000,10000,5,-252726733517053800,4,extinct,4,0
2,3.5,1.0,5000,10000,1,-4730512140112381523,5,extinct,5,0
2,3.5,1.0,5000,10000,2,-7196075437618752468,3,extinct,3,0
2,3.5,1.0,5000,10000,3,-8970574505137396706,3,extinct,3,0
2,3.5,1.0,5000,10000,4,2262346035561133570,3,extinct,3,0
2,3.5,1.0,5000,10000,5,-3536060971830734323,4,extinct,4,0
2,4.0,0.0,5000,10000,1,2418145569388546618,41,extinct,41,0
2,4.0,0.0,5000,10000,2,4231868912134417111,45,extinct,45,0
2,4.0,0.0,5000,10000,3,-8362505172193659921,42,extinct,42,0
2,4.0,0.0,5000,10000,4,4425409640714107438,37,extinct,37,0
2,4.0,0.0,5000,10000,5,7280775825176323658,38,extinct,38,0
2,4.0,0.2,5000,10000,1,-1988950146712146093,16,extinct,16,0
2,4.0,0.2,5000,10000,2,8700616735195891155,14,extinct,14,0
2,4.0,0.2,5000,10000,3,3323624171133117616,15,extinct,15,0
2,4.0,0.2,5000,10000,4,4947558844344662745,17,extinct,17,0
2,4.0,0.2,5000,10000,5,4897251985303812667,15,extinct,15,0
2,4.0,0.4,5000,10000,1,-3894355886201967309,9,extinct,9,0
2,4.0,0.4,5000,10000,2,2779019362222140338,8,extinct,8,0
2,4.0,0.4,5000,10000,3,-5424971630826002339,7,extinct,7,0
2,4.0,0.4,5000,10000,4,-3589607784148212375,8,extinct,8,0
2,4.0,0.4,5000,10000,5,-4253098638778343783,9,extinct,9,0
2,4.0,0.6,5000,10000,1,-6880968909729400385,5,extinct,5,0
2,4.0,0.6,5000,10000,2,-4344834196402849594,5,extinct,5,0
2,4.0,0.6,5000,10000,3,8522820113039058761,6,extinct,6,0
2,4.0,0.6,5000,10000,4,1714870961326356931,4,extinct,4,0
2,4.0,0.6,5000,10000,5,3139933967380427921,6,extinct,6,0
2,4.0,0.8,5000,10000,1,-4954525672109011433,5,extinct,5,0
2,4.0,0.8,5000,10000,2,-8574061802422155985,4,extinct,4,0
2,4.0,0.8,5000,10000,3,7372683440807074372,4,extinct,4,0
2,4.0,0.8,5000,10000,4,-5999824508537283632,5,extinct,5,0
2,4.0,0.8,5000,10000,5,4049423614804489031,4,extinct,4,0
2,4.0,1.0,5000,10000,1,4413933987996427028,3,extinct,3,0
2,4.0,1.0,5000,10000,2,-4760372919561968723,4,extinct,4,0
2,4.0,1.0,5000,10000,3,4077792976648818839,3,extinct,3,0
2,4.0,1.0,5000,10000,4,7009887633130025709,3,extinct,3,0
2,4.0,1.0,5000,10000,5,3566043968431677243,4,extinct,4,0
2,4.5,0.0,5000,10000,1,1697394448808874507,26,extinct,26,0
2,4.5,0.0,5000,10000,2,-4339216787074995740,30,extinct,30,0
2,4.5,0.0,5000,10000,3,36363981467037531,29,extinct,29,0
2,4.5,0.0,5000,10000,4,954216054344127342,33,extinct,33,0
2,4.5,0.0,5000,10000,5,2739323013314741980,32,extinct,32,0
2,4.5,0.2,5000,10000,1,8045215565728971998,12,extinct,12,0
2,4.5,0.2,5000,10000,2,-6677109546045581285,13,extinct,13,0
2,4.5,0.2,5000,10000,3,7284163944221016281,14,extinct,14,0
2,4.5,0.2,5000,10000,4,1688050225844210948,16,extinct,16,0
2,4.5,0.2,5000,10000,5,-251541628052070612,12,extinct,12,0
2,4.5,0.4,5000,10000,1,-1853486501023225714,6,extinct,6,0
2,4.5,0.4,5000,10000,2,6393841235101923496,9,extinct,9,0
2,4.5,0.4,5000,10000,3,6421093453855379080,6,extinct,6,0
2,4.5,0.4,5000,10000,4,-1035368078856325132,7,extinct,7,0
2,4.5,0.4,5000,10000,5,2640164328321360516,9,extinct,9,0
2,4.5,0.6,5000,10000,1,-8868052354337510735,5,extinct,5,0
2,4.5,0.6,5000,10000,2,2202527940238510867,5,extinct,5,0
2,4.5,0.6,5000,10000,3,-2371479730833172457,4,extinct,4,0
2,4.5,0.6,5000,10000,4,210663739971786765,5,extinct,5,0
2,4.5,0.6,5000,10000,5,-5193676227357033197,5,extinct,5,0
2,4.5,0.8,5000,10000,1,-6395332610651022229,3,extinct,3,0
2,4.5,0.8,5000,10000,2,278772548639550725,5,extinct,5,0
2,4.5,0.8,5000,10000,3,-6737247333781976949,4,extinct,4,0
2,4.5,0.8,5000,10000,4,1072103209808900299,4,extinct,4,0
2,4.5,0.8,5000,10000,5,-5384723126992656384,3,extinct,3,0
2,4.5,1.0,5000,10000,1,8805297751667002678,3,extinct,3,0
2,4.5,1.0,5000,10000,2,-8461569409092767026,3,extinct,3,0
2,4.5,1.0,5000,10000,3,2031700592068184973,3,extinct,3,0
2,4.5,1.0,5000,10000,4,1318699004341399313,3,extinct,3,0
2,4.5,1.0,5000,10000,5,8605064987405918223,3,extinct,3,0
2,5.0,0.0,5000,10000,1,1666763212354304468,26,extinct,26,0
2,5.0,0.0,5000,10000,2,4283610609144126785,29,extinct,29,0
2,5.0,0.0,5000,10000,3,-8278028137697929066,22,extinct,22,0
2,5.0,0.0,5000,10000,4,1924191458874878211,24,extinct,24,0
2,5.0,0.0,5000,10000,5,4265870005686996644,29,extinct,29,0
2,5.0,0.2,5000,10000,1,5720145045128915342,11,extinct,11,0
2,5.0,0.2,5000,10000,2,8047513307504850468,14,extinct,14,0
2,5.0,0.2,5000,10000,3,3636848569994506943,11,extinct,11,0
2,5.0,0.2,5000,10000,4,8670267215083158937,14,extinct,14,0
2,5.0,0.2,5000,10000,5,-2761607237910999582,10,extinct,10,0
2,5.0,0.4,5000,10000,1,-5879665615041403154,8,extinct,8,0
2,5.0,0.4,5000,10000,2,3470918011332623802,7,extinct,7,0
2,5.0,0.4,5000,10000,3,-7284944043526687839,6,extinct,6,0
2,5.0,0.4,5000,10000,4,7519087774366125748,6,extinct,6,0
2,5.0,0.4,5000,10000,5,3883427945122043889,6,extinct,6,0
2,5.0,0.6,5000,10000,1,6051666322918092453,4,extinct,4,0
2,5.0,0.6,5000,10000,2,-668639762047729403,4,extinct,4,0
2,5.0,0.6,5000,10000,3,-2494445574768225794,4,extinct,4,0
2,5.0,0.6,5000,10000,4,6831644073725623767,4,extinct,4,0
2,5.0,0.6,5000,10000,5,6326696322360181396,5,extinct,5,0
2,5.0,0.8,5000,10000,1,7124519298208611946,3,extinct,3,0
2,5.0,0.8,5000,10000,2,2782115811954580038,3,extinct,3,0
2,5.0,0.8,5000,10000,3,-6547481706645894462,3,extinct,3,0
2,5.0,0.8,5000,10000,4,4851249664690207004,3,extinct,3,0
2,5.0,0.8,5000,10000,5,-5300954054974060969,3,extinct,3,0
2,5.0,1.0,5000,10000,1,8444946601511624869,2,extinct,2,0
2,5.0,1.0,5000,10000,2,-778993674626532376,3,extinct,3,0
2,5.0,1.0,5000,10000,3,-2003081077159903033,2,extinct,2,0
2,5.0,1.0,5000,10000,4,-4958275200297881730,3,extinct,3,0
2,5.0,1.0,5000,10000,5,-9043803470026137316,2,extinct,2,0
4,0.0,0.0,5000,10000,1,-2619970222877683630,,survived,500,10000
4,0.0,0.0,5000,10000,2,8261643734531665727,,survived,500,10000
4,0.0,0.0,5000,10000,3,4133730818705826230,,survived,500,10000
4,0.0,0.0,5000,10000,4,4996895320806538291,,survived,500,10000
4,0.0,0.0,5000,10000,5,-7891955187119667601,,survived,500,10000
4,0.0,0.2,5000,10000,1,-2559704073634250594,,survived,500,10000
4,0.0,0.2,5000,10000,2,8459916568260788697,,survived,500,10000
4,0.0,0.2,5000,10000,3,2405113903387829461,,survived,500,10000
4,0.0,0.2,5000,10000,4,-1487858908584914680,,survived,500,10000
4,0.0,0.2,5000,10000,5,-4748595628054003903,,survived,500,10000
4,0.0,0.4,5000,10000,1,-483553183289027858,,survived,500,10000
4,0.0,0.4,5000,10000,2,-4005511961506916377,,survived,500,10000
4,0.0,0.4,5000,10000,3,-769161416970581486,,survived,500,10000
4,0.0,0.4,5000,10000,4,4949192746354077193,,survived,500,10000
4,0.0,0.4,5000,10000,5,-6708393040172558460,,survived,500,10000
4,0.0,0.6,5000,10000,1,3868031783047629443,,survived,500,10000
4,0.0,0.6,5000,10000,2,8230196689430317168,,survived,500,10000
4,0.0,0.6,5000,10000,3,2097951709696249878,,survived,500,10000
4,0.0,0.6,5000,10000,4,-1932293549052436809,,survived,500,10000
4,0.0,0.6,5000,10000,5,6608717644947271388,,survived,500,10000
4,0.0,0.8,5000,10000,1,-3723007316577717777,,survived,500,10000
4,0.0,0.8,5000,10000,2,4036651862210593002,,survived,500,10000
4,0.0,0.8,5000,10000,3,7395669278566252369,,survived,500,10000
4,0.0,0.8,5000,10000,4,-3661082871427626847,,survived,500,10000
4,0.0,0.8,5000,10000,5,7780234209658322621,,survived,500,10000
4,0.0,1.0,5000,10000,1,3452845195072509579,,survived,500,10000
4,0.0,1.0,5000,10000,2,814902016647859124,,survived,500,10000
4,0.0,1.0,5000,10000,3,-2764978186452820881,,survived,500,10000
4,0.0,1.0,5000,10000,4,-2813593052823086186,,survived,500,10000
4,0.0,1.0,5000,10000,5,460428954294298073,,survived,500,10000
4,0.5,0.0,5000,10000,1,6426878603040483880,,survived,500,10000
4,0.5,0.0,5000,10000,2,-2707637652127372008,,survived,500,10000
4,0.5,0.0,5000,10000,3,-3878994909927854219,,survived,500,10000
4,0.5,0.0,5000,10000,4,2118890215317408518,,survived,500,10000
4,0.5,0.0,5000,10000,5,4178143716700274100,,survived,500,10000
4,0.5,0.2,5000,10000,1,8276631328115464693,,survived,500,10000
4,0.5,0.2,5000,10000,2,6862051323326551255,,survived,500,10000
4,0.5,0.2,5000,10000,3,125652713048240940,,survived,500,10000
4,0.5,0.2,5000,10000,4,-6474882371799103,,survived,500,10000
4,0.5,0.2,5000,10000,5,5232169678960020697,,survived,500,10000
4,0.5,0.4,5000,10000,1,4147839583207433393,,survived,500,10000
4,0.5,0.4,5000,10000,2,-1265568751187241481,,survived,500,10000
4,0.5,0.4,5000,10000,3,-8478291479710909149,,survived,500,10000
4,0.5,0.4,5000,10000,4,4462743077941892,,survived,500,10000
4,0.5,0.4,5000,10000,5,6455501707049604714,,survived,500,10000
4,0.5,0.6,5000,10000,1,-2575267959789121093,,survived,500,10000
4,0.5,0.6,5000,10000,2,5252581709236891657,,survived,500,10000
4,0.5,0.6,5000,10000,3,-276660880740338488,,survived,500,10000
4,0.5,0.6,5000,10000,4,6185868626392699410,,survived,500,10000
4,0.5,0.6,5000,10000,5,7697098357441110078,,survived,500,10000
4,0.5,0.8,5000,10000,1,8379979690927454851,,survived,500,10000
4,0.5,0.8,5000,10000,2,7905075476247571966,,survived,500,10000
4,0.5,0.8,5000,10000,3,80823374291649584,,survived,500,10000
4,0.5,0.8,5000,10000,4,-8786158086789901902,,survived,500,10000
4,0.5,0.8,5000,10000,5,9142869166689236760,,survived,500,10000
4,0.5,1.0,5000,10000,1,8666657636802678624,,survived,500,10000
4,0.5,1.0,5000,10000,2,-5601159896779322982,,survived,500,10000
4,0.5,1.0,5000,10000,3,3820637741029797616,,survived,500,10000
4,0.5,1.0,5000,10000,4,3853891563403012376,,survived,500,10000
4,0.5,1.0,5000,10000,5,1804185315947506033,,survived,500,10000
4,1.0,0.0,5000,10000,1,8793602106489154322,,survived,500,10000
4,1.0,0.0,5000,10000,2,-5344206675636831834,,survived,500,10000
4,1.0,0.0,5000,10000,3,6066931045728870766,,survived,500,10000
4,1.0,0.0,5000,10000,4,3683602385620269681,,survived,500,10000
4,1.0,0.0,5000,10000,5,-1575663755403897079,,survived,500,10000
4,1.0,0.2,5000,10000,1,-4963652023760093109,,survived,500,10000
4,1.0,0.2,5000,10000,2,-2257569241880976603,,survived,500,10000
4,1.0,0.2,5000,10000,3,-7678891438182290110,,survived,500,10000
4,1.0,0.2,5000,10000,4,2999269527732721370,,survived,500,10000
4,1.0,0.2,5000,10000,5,-4351477437480815390,,survived,500,10000
4,1.0,0.4,5000,10000,1,3022882862405348323,,survived,500,10000
4,1.0,0.4,5000,10000,2,-3593059313757986370,,survived,500,10000
4,1.0,0.4,5000,10000,3,5869130472433561194,,survived,500,10000
4,1.0,0.4,5000,10000,4,5794321813159439452,,survived,500,10000
4,1.0,0.4,5000,10000,5,-2697100242681585875,,survived,500,10000
4,1.0,0.6,5000,10000,1,5212729619754248452,,survived,500,10000
4,1.0,0.6,5000,10000,2,-6595623411184139552,,survived,500,10000
4,1.0,0.6,5000,10000,3,702566209532543767,,survived,500,10000
4,1.0,0.6,5000,10000,4,-453482310511208133,,survived,500,10000
4,1.0,0.6,5000,10000,5,-1725700349149048921,,survived,500,10000
4,1.0,0.8,5000,10000,1,-1950576228588510296,,survived,500,10000
4,1.0,0.8,5000,10000,2,8028723642320118333,,survived,500,10000
4,1.0,0.8,5000,10000,3,377664223620781416,,survived,500,10000
4,1.0,0.8,5000,10000,4,6158002993910094264,,survived,500,10000
4,1.0,0.8,5000,10000,5,3338034499244179546,,survived,500,10000
4,1.0,1.0,5000,10000,1,3744823964267427973,,survived,500,10000
4,1.0,1.0,5000,10000,2,-8590154543831020592,,survived,500,10000
4,1.0,1.0,5000,10000,3,-6145927686603314091,,survived,500,10000
4,1.0,1.0,5000,10000,4,-5182671297071042981,,survived,500,10000
4,1.0,1.0,5000,10000,5,-91192698358950126,,survived,500,10000
4,1.5,0.0,5000,10000,1,-5978644488762454411,,survived,500,10000
4,1.5,0.0,5000,10000,2,-6626911863104721061,,survived,500,10000
4,1.5,0.0,5000,10000,3,7063180128108626142,,survived,500,10000
4,1.5,0.0,5000,10000,4,-8549746968100969715,,survived,500,10000
4,1.5,0.0,5000,10000,5,2825764045429837168,,survived,500,10000
4,1.5,0.2,5000,10000,1,2232354749705792976,,survived,500,10000
4,1.5,0.2,5000,10000,2,-439721847955325386,,survived,500,10000
4,1.5,0.2,5000,10000,3,-7154796519781479901,,survived,500,10000
4,1.5,0.2,5000,10000,4,6460338385257396253,,survived,500,10000
4,1.5,0.2,5000,10000,5,5954153837255897930,,survived,500,10000
4,1.5,0.4,5000,10000,1,-1577367929179837524,,survived,500,10000
4,1.5,0.4,5000,10000,2,-6919752602259890380,,survived,500,10000
4,1.5,0.4,5000,10000,3,9199029169643955923,,survived,500,10000
4,1.5,0.4,5000,10000,4,204412093156699198,,survived,500,10000
4,1.5,0.4,5000,10000,5,587205031610836506,,survived,500,10000
4,1.5,0.6,5000,10000,1,6812977628610338900,,survived,500,10000
4,1.5,0.6,5000,10000,2,941557102690842723,,survived,500,10000
