R,U,L,N,K,replicate,seed,generation,psiz,q1fit,meanfit,q2fit,maxfit,minfree,meanfree,maxfree,minmut,meanmut,maxmut,auxiliary_meanmut,assembly_meanmut,replication_meanmut,host_meanmut,auxiliary_meanfree,assembly_meanfree,replication_meanfree,host_meanfree
2,3.0,0.0,5000,10000,3,-7447293262134923923,27,8586,0.2299226116822058,0.49108674342718667,0.5047777329119323,0.997186667383724,-8.050618694143074,-3.5830068535400166,0.3938705777279373,32.0,62.633706033077104,90.0,11.49103191241556,17.08525506638714,11.514791521080829,22.54262753319357,-3.324240043500581,-3.323098250775789,-3.779619696682007,-3.8090152890619104
2,3.0,0.0,5000,10000,3,-7447293262134923923,28,8473,0.22622555673877462,0.4905884831046478,0.5069603884399722,0.9961672801230397,-8.139275762095746,-3.597655996871316,0.4149905233564778,34.0,64.96896022660215,94.0,11.950784845981353,17.705417207600615,12.00460285613124,23.308155316888943,-3.3248217423825386,-3.331414231821525,-3.8048011906254016,-3.830181851026005
2,3.0,0.0,5000,10000,3,-7447293262134923923,29,8319,0.22730396358003607,0.4915056568014813,0.5019698231427075,0.995731722756201,-8.19426431488534,-3.62865580452252,0.4046456858355455,37.0,67.21444885202548,94.0,12.372881355932204,18.320831830748887,12.487919221060224,24.03281644428417,-3.3514210599006233,-3.3480282735304745,-3.8382271008645086,-3.8729581769065082
2,3.0,0.0,5000,10000,3,-7447293262134923923,30,8230,0.2250893665352025,0.4951451241321189,0.5074691568840788,0.9946940048806723,-8.26457431282408,-3.6531373741237476,0.3988858274138529,40.0,69.65868772782503,97.0,12.834629404617253,18.996962332928312,12.989185905224787,24.837910085054677,-3.3801740520326833,-3.359867689179821,-3.8914808111896235,-3.8903995803442863
2,3.0,0.0,5000,10000,3,-7447293262134923923,31,8168,0.23570162570663616,0.50124979630423,0.5178307816350143,0.9993686830032511,-8.307266649739587,-3.6805140632060334,0.3746181229499929,44.0,71.96890303623898,103.0,13.269466209598432,19.633447600391772,13.51175318315377,25.554236043095006,-3.410964041140258,-3.3636256916088776,-3.9279052045483964,-3.929259782265607
2,3.0,0.0,5000,10000,3,-7447293262134923923,32,8148,0.24566167304493763,0.5041118294583563,0.5202804029664985,0.9993595862651063,-8.359234922942418,-3.710056515572129,0.3656134815882333,44.0,74.34572901325478,103.0,13.703362788414335,20.328178694158076,14.033014236622485,26.281173294059894,-3.450043005226294,-3.3784183765653717,-3.942771973510616,-3.9724341460308707
2,3.0,0.0,5000,10000,3,-7447293262134923923,33,8207,0.23834131502578712,0.5019863458570415,0.5177048627344379,0.9971042880441682,-8.441830914212103,-3.736793220524291,0.37244037143691244,48.0,76.8319727062264,113.0,14.193371512123797,21.00231509686853,14.6131351285488,27.02315096868527,-3.487026294883838,-3.397276835630085,-3.991076734960913,-3.9891722147968607
2,3.0,0.0,5000,10000,3,-7447293262134923923,34,8278,0.23827210645306626,0.501398592769415,0.5170089257551596,0.9964748544841507,-8.535312461941203,-3.764932667610028,0.3715293760372424,49.0,79.18361923169847,117.0,14.682169606185068,21.60630587098333,15.166827736168157,27.728316018361923,-3.5357589998604513,-3.422106059967396,-4.009101823508547,-4.01455487926753
2,3.0,0.0,5000,10000,3,-7447293262134923923,35,8240,0.24615075918160761,0.5109827661135206,0.530040498193773,0.9976715698456953,-8.628268583133337,-3.8134482186695133,0.3243167466231847,52.0,81.52038834951456,121.0,15.1501213592233,22.26031553398058,15.658495145631068,28.45145631067961,-3.5662349995403253,-3.4747555890949307,-4.067671462676795,-4.063962678411404
2,3.0,0.0,5000,10000,3,-7447293262134923923,36,8461,0.2553468338578017,0.5149206492925896,0.5346756149747014,0.9976008547152384,-8.700380417775877,-3.8550608706313545,0.3104046085760269,53.0,83.75073868337076,114.0,15.646732064767757,22.90875783004373,16.09053303392034,29.10471575463893,-3.6073516025260686,-3.5087447512389796,-4.122398396491531,-4.104983831298192
2,3.0,0.0,5000,10000,3,-7447293262134923923,37,8743,0.2585946488084172,0.5151400103432842,0.5392752124852312,0.9976008547152384,-8.775600716009196,-3.8824777796513925,0.3300798786352107,59.0,86.07800526135193,117.0,16.1669907354455,23.60791490335125,16.448816195813794,29.854283426741393,-3.648920736316815,-3.4910034878923843,-4.187159867620781,-4.140520976153242
2,3.0,0.0,5000,10000,3,-7447293262134923923,38,9009,0.26116557605912616,0.5165805558164733,0.5414207338612367,0.9978480872402008,-8.850442511095066,-3.905259492771323,0.3073041728931284,62.0,88.38528138528139,125.0,16.648129648129647,24.274614274614276,16.87767787767788,30.584859584859586,-3.667429276600925,-3.501343078110134,-4.221173833216732,-4.169154741629708
2,3.0,0.0,5000,10000,3,-7447293262134923923,39,9389,0.24461752391260264,0.5133171417658801,0.5346614686014509,0.9984903455113062,-8.92631191805593,-3.919976496072482,0.3272456255759903,63.0,90.75705612951326,130.0,17.216210459047822,24.95100649696453,17.29694323144105,31.292895942059857,-3.6803596192245607,-3.4812412941637114,-4.265951768007633,-4.195848699960444
2,3.0,0.0,5000,10000,3,-7447293262134923923,40,9648,0.26138257368011414,0.5208606339611677,0.5465697993681871,0.9958597476508615,-8.994186546118371,-3.9508058914742477,0.27920503448150347,66.0,93.0469527363184,123.0,17.77580845771144,25.672678275290217,17.647491708126037,31.95097429519071,-3.7239425630214025,-3.4985241907325424,-4.29760511952508,-4.2300492172315325
2,3.0,0.0,5000,10000,3,-7447293262134923923,41,10000,0.26058339484678,0.5200989593779152,0.5489812898196264,0.9963125381059987,-9.032642106521314,-3.9523942704055757,0.2956878105920039,67.0,95.3855,130.0,18.3084,26.4169,18.0034,32.6568,-3.716394141385505,-3.459063296356386,-4.33934485750872,-4.246917271900932
2,3.0,0.0,5000,10000,3,-7447293262134923923,42,10000,0.2588945100509201,0.5195585275210047,0.5477438791281517,0.9971548389818663,-9.099088173152824,-3.9702922220147556,0.29840190014418494,70.0,97.7566,133.0,18.8902,27.1822,18.3581,33.3261,-3.7475983001932742,-3.4267384222451054,-4.377990344487072,-4.285455471516575
2,3.0,0.0,5000,10000,3,-7447293262134923923,43,10000,0.26251315216049154,0.5209056488259212,0.5482434187217547,0.9974163428745891,-9.18226138767201,-3.985020735594713,0.29297699955898815,72.0,100.1774,134.0,19.4983,27.8785,18.7562,34.0444,-3.7712650963924776,-3.4098860711591494,-4.412744812414423,-4.30938751511265
2,3.0,0.0,5000,10000,3,-7447293262134923923,44,10000,0.25693517819578204,0.5156449713091127,0.5368158401260881,0.9974509958507262,-9.213543365679149,-3.9911427024158184,0.3236611179858595,74.0,102.5034,137.0,20.0748,28.6035,19.0965,34.7286,-3.766848777002003,-3.402212209102728,-4.457372527787622,-4.311872622421643
2,3.0,0.0,5000,10000,3,-7447293262134923923,45,10000,0.2581020552429686,0.5147409024101313,0.5355989254217308,0.9976133212148688,-9.22553225890146,-3.9951223693547813,0.3372060487505218,79.0,104.8041,140.0,20.5929,29.2747,19.4597,35.4768,-3.7529727800239443,-3.403430391343364,-4.490902588051632,-4.312076038180342
2,3.0,0.0,5000,10000,3,-7447293262134923923,46,10000,0.2630196599332857,0.5198931271631864,0.5445279840509434,0.9976089440530046,-9.303953013866122,-4.004326513461445,0.32861771394719747,81.0,107.2714,145.0,21.1763,30.0055,19.8342,36.2554,-3.7619044394174272,-3.3869906266733087,-4.551225514166805,-4.315089965221877
2,3.0,0.0,5000,10000,3,-7447293262134923923,47,10000,0.2590092033223496,0.5177563255533186,0.5452451832444452,0.9975717420851632,-9.380807452094626,-4.015095880050735,0.33629119010697606,83.0,109.6711,148.0,21.7423,30.7424,20.1572,37.0292,-3.760061278192087,-3.3790272958934424,-4.589699159098031,-4.3323629795743805
2,3.0,0.0,5000,10000,3,-7447293262134923923,48,10000,0.2598486066975411,0.5186841705347897,0.5480491376670245,0.9975869394539949,-9.438774039988706,-4.022991092272088,0.3070574921965285,85.0,112.1053,150.0,22.2879,31.3995,20.5337,37.8842,-3.7462823109619836,-3.3991925830290906,-4.6256671129569735,-4.327856354516944
2,3.0,0.0,5000,10000,3,-7447293262134923923,49,10000,0.2597770330017478,0.5167837064730804,0.5399869466513014,0.9986635007376266,-9.506254392602987,-4.037135949053771,0.3352581613913791,86.0,114.4445,158.0,22.8261,31.9961,20.8833,38.739,-3.7455546455037294,-3.3980023769618013,-4.662428299410183,-4.349630604719563
2,3.0,0.0,5000,10000,3,-7447293262134923923,50,10000,0.2643160308750506,0.5195253892868674,0.5434906014568265,0.9984304049171817,-9.576573984263947,-4.051309697005055,0.3170800273119725,88.0,116.7212,158.0,23.341,32.6346,21.2096,39.536,-3.765604770070166,-3.4034689791449577,-4.724499567385955,-4.343447763677123
2,3.0,0.0,5000,10000,3,-7447293262134923923,51,10000,0.2605214721941123,0.5188398353993809,0.5455777344055353,0.9975243190151953,-9.63814985568747,-4.05819645176459,0.31351093264830643,90.0,119.0671,164.0,23.8342,33.3165,21.5394,40.377,-3.7725093707861945,-3.4080664569965555,-4.754223527701202,-4.340623950361509
2,3.0,0.0,5000,10000,3,-7447293262134923923,52,10000,0.26208609707903346,0.521256532667593,0.5457145147905271,0.9971564953239592,-9.689905368527526,-4.080780002772945,0.30512332879079956,93.0,121.3256,169.0,24.3542,33.9798,21.818,41.1736,-3.7858829287194458,-3.4350474427652893,-4.804346855203336,-4.350744533590243
2,3.0,0.0,5000,10000,3,-7447293262134923923,53,10000,0.26261984565578195,0.5227043263080452,0.5531392082180173,0.9971202949204947,-9.761743207308289,-4.099280152810835,0.30254631951574973,95.0,123.6628,174.0,24.9145,34.7667,22.1038,41.8778,-3.8150534950942725,-3.4440084533830255,-4.885035078353435,-4.339969793468672
2,3.0,0.0,5000,10000,3,-7447293262134923923,54,10000,0.27079991263437997,0.5277869678455409,0.5574890401520727,0.9969348793614626,-9.781571530489932,-4.113170728501531,0.28050866568336086,97.0,126.0043,177.0,25.4908,35.4723,22.4413,42.5999,-3.831648604404669,-3.4484677111148807,-4.927752533443699,-4.345168151118867
2,3.0,0.0,5000,10000,3,-7447293262134923923,55,10000,0.2852911671576376,0.5348977076394554,0.572718953227465,0.9973592638905255,-9.843415698993946,-4.134978955084239,0.2577599467367047,98.0,128.2335,171.0,26.0142,36.1582,22.7641,43.297,-3.898096232804592,-3.4488846250918375,-4.976174503169266,-4.347393289675852
2,3.0,0.0,5000,10000,3,-7447293262134923923,56,10000,0.2788482280403565,0.5336556700826792,0.5680695927767976,0.9974989547016669,-9.882675347323966,-4.1471988308163255,0.26696781028715866,101.0,130.5521,175.0,26.5311,36.932,23.0902,43.9988,-3.9349986142678826,-3.429004374111214,-5.017802167891162,-4.356643113081963
2,3.0,0.0,5000,10000,3,-7447293262134923923,57,10000,0.2712184165791355,0.5304596518189838,0.5599225187829912,0.997406101862829,-9.902746662398789,-4.153173273725995,0.26167842113951273,105.0,132.8521,179.0,27.0461,37.5777,23.4143,44.814,-4.00441183305394,-3.424218630240862,-5.022867360293308,-4.339422933392218
2,3.0,0.0,5000,10000,3,-7447293262134923923,58,10000,0.2795404760675376,0.531716388232826,0.5625196358031481,0.997044963442367,-9.914560534717609,-4.168661443543498,0.2421642049051885,107.0,135.0501,182.0,27.5395,38.2174,23.7515,45.5417,-4.087742002776621,-3.433248594839534,-5.035182529748253,-4.327420257352535
2,3.0,0.0,5000,10000,3,-7447293262134923923,59,10000,0.27454153958458377,0.5311645695268047,0.5658230589148106,0.9969302837266619,-9.923029773410546,-4.171887409008208,0.26330196732269423,107.0,137.3379,187.0,27.9947,38.9314,24.1096,46.3022,-4.156249069053633,-3.425747121424519,-5.006501940613819,-4.3220045288704565
2,3.0,0.0,5000,10000,3,-7447293262134923923,60,10000,0.2705552943585695,0.5276179813038029,0.5571958832667356,0.9975223509397957,-9.90930368895396,-4.163450263158664,0.2689945528925049,108.0,139.5704,187.0,28.5171,39.5642,24.4816,47.0075,-4.208982567609919,-3.4209262891858625,-4.945507733138022,-4.306548356422958
2,3.0,0.0,5000,10000,3,-7447293262134923923,61,10000,0.27041081430907676,0.5283350774849831,0.5569488345555593,0.9983135125740642,-9.889861966625418,-4.161353358540359,0.25979146844141243,110.0,141.8804,184.0,29.025,40.216,24.8408,47.7986,-4.249721356368151,-3.418003849888906,-4.917391034309512,-4.2966626532304755
2,3.0,0.0,5000,10000,3,-7447293262134923923,62,10000,0.2742853476377475,0.5279485495301874,0.5639328693907719,0.9974651967548385,-9.857104126857369,-4.152011409235774,0.27813732238619265,112.0,144.1667,185.0,29.5018,40.8691,25.2081,48.5877,-4.289283342605377,-3.3978708870198897,-4.882741830720308,-4.28361562347062
2,3.0,0.0,5000,10000,3,-7447293262134923923,63,10000,0.26967883301958473,0.5265860307690384,0.5574164953214493,0.9976767079767617,-9.774330979015414,-4.130977555124032,0.2686586022624608,114.0,146.4703,190.0,30.0605,41.457,25.5881,49.3647,-4.307429902339619,-3.3772755331784037,-4.840055621268754,-4.253488864903098
2,3.0,0.0,5000,10000,3,-7447293262134923923,64,10000,0.26567299990978976,0.5222825496639498,0.5505941965309453,0.9986666684983028,-9.710768776655138,-4.120264283601285,0.29478364639519467,117.0,148.7346,188.0,30.6226,42.0565,25.9511,50.1044,-4.366602586385381,-3.34197341645627,-4.784581398063527,-4.248654725336876
2,3.0,0.0,5000,10000,3,-7447293262134923923,65,10000,0.27534155119212594,0.5289327069600186,0.561322466246271,0.9986293004363909,-9.656673688944654,-4.116950997108256,0.2576409436058919,118.0,150.7197,190.0,31.1388,42.5499,26.2805,50.7505,-4.396399578733784,-3.343832439241642,-4.771681899506567,-4.229700173496297
2,3.0,0.0,5000,10000,3,-7447293262134923923,66,10000,0.26385067900056736,0.5265761913617525,0.556672249276678,0.9983359070477015,-9.602328676301488,-4.094415928957326,0.2636480837964169,120.0,153.0277,194.0,31.692,43.0843,26.6568,51.5946,-4.392968505272029,-3.324178613952163,-4.737833296000236,-4.20110894353239
2,3.0,0.0,5000,10000,3,-7447293262134923923,67,10000,0.27100327023264037,0.528107922653394,0.5595149999065794,0.9982187040493523,-9.565996771998007,-4.085997564379212,0.26644751540179135,123.0,155.2067,196.0,32.2146,43.6069,27.0657,52.3195,-4.433269650290731,-3.304460454274353,-4.707129635348475,-4.187948318517465
2,3.0,0.0,5000,10000,3,-7447293262134923923,68,10000,0.2586550030629864,0.5222416657809892,0.5518610156994463,0.9983228674213837,-9.535073372862033,-4.0666338773678214,0.29411640218438506,124.0,157.434,198.0,32.7461,44.156,27.4521,53.0798,-4.464205363593628,-3.2570538412066523,-4.6779913120925345,-4.16935444401344
2,3.0,0.0,5000,10000,3,-7447293262134923923,69,10000,0.26089624829555363,0.5195106871708355,0.5486380238422286,0.9970058826715299,-9.493369912392009,-4.049387343010585,0.2965138539765582,126.0,159.5839,201.0,33.3063,44.6801,27.7512,53.8463,-4.463687747226783,-3.2373889886563454,-4.639270346139703,-4.156294405103603
2,3.0,0.0,5000,10000,3,-7447293262134923923,70,10000,0.25938725668689466,0.5178542562316313,0.5455110553849226,0.9967401878594014,-9.465318234479223,-4.034115945745679,0.3044975543871347,126.0,161.7065,206.0,33.7955,45.2462,28.1019,54.5629,-4.466053965737821,-3.2005295945704484,-4.603075571924008,-4.1588568860418675
2,3.0,0.0,5000,10000,3,-7447293262134923923,71,10000,0.2581701191583318,0.5212610942891408,0.5541385385149948,0.9980743708904565,-9.440190892825084,-4.028671919095232,0.2758094387790403,129.0,163.885,208.0,34.2822,45.8123,28.4842,55.3063,-4.47778243802731,-3.190483451021562,-4.60104290385332,-4.146572518305403
2,3.0,0.0,5000,10000,3,-7447293262134923923,72,10000,0.25149725680919544,0.5153958366952793,0.5388513690952867,0.9981795328356958,-9.421421997986664,-4.020132171608205,0.30852214364760855,130.0,166.1476,216.0,34.739,46.3983,28.8662,56.1441,-4.507628796994268,-3.184634287060248,-4.549350478305252,-4.138398118977621
2,3.0,0.0,5000,10000,3,-7447293262134923923,73,10000,0.2573017910095142,0.5158990703776888,0.545342373083171,0.9983311629443035,-9.447638780172673,-4.010835307718674,0.31834611808533303,132.0,168.5633,216.0,35.241,47.0531,29.2934,56.9758,-4.480013790941199,-3.161614134517507,-4.556471015849618,-4.140344091942815
2,3.0,0.0,5000,10000,3,-7447293262134923923,74,10000,0.25458247273323437,0.5116688408808044,0.5360023921772883,0.9992787777168832,-9.471601992945338,-4.011946431980354,0.3185627755126641,134.0,170.8473,219.0,35.7198,47.6704,29.6742,57.7829,-4.497277595978507,-3.158034910309093,-4.557637294418807,-4.136869060015497
2,3.0,0.0,5000,10000,3,-7447293262134923923,75,10000,0.25741407507720254,0.5126578497319019,0.5375506708474314,0.9984968934919398,-9.486862618260053,-3.9992017636666497,0.3193260337410265,136.0,173.3072,221.0,36.2522,48.3177,30.1565,58.5808,-4.484683328154439,-3.148964873960282,-4.53732634387621,-4.1250763585977515
2,3.0,0.0,5000,10000,3,-7447293262134923923,76,10000,0.25169723344406114,0.5101718491100254,0.5339198531868461,0.9987601503168118,-9.467394646703479,-3.9753424527378476,0.3264978634794447,137.0,175.7494,226.0,36.7867,48.9518,30.5773,59.4336,-4.449089934690176,-3.1406291799173682,-4.493393235161826,-4.105478275165054
2,3.0,0.0,5000,10000,3,-7447293262134923923,77,10000,0.25136031229287303,0.512558783163166,0.5372918741707616,0.9976220044927245,-9.450529529628133,-3.9687195208376025,0.30266038640531767,138.0,178.208,230.0,37.3091,49.5081,30.9752,60.4156,-4.43928154620186,-3.155206246655954,-4.471383880703852,-4.092241283858586
2,3.0,0.0,5000,10000,3,-7447293262134923923,78,10000,0.2414316950947196,0.5074879495079936,0.5314266784183266,0.9974194794848046,-9.39793375557744,-3.956070414519919,0.3425099185140839,138.0,180.494,232.0,37.8316,50.0579,31.3846,61.2199,-4.411689430480678,-3.1303027235081196,-4.465048409144041,-4.093097677486328
2,3.0,0.0,5000,10000,3,-7447293262134923923,79,10000,0.25564213256824453,0.5132415915658175,0.5367944078858436,0.9971923443772581,-9.372080469146937,-3.951243081406706,0.3033254125613528,139.0,182.8948,235.0,38.4135,50.6245,31.7861,62.0707,-4.3829288157391595,-3.126052203223981,-4.465482274632709,-4.097173776264525
2,3.0,0.0,5000,10000,3,-7447293262134923923,80,10000,0.24750094651004143,0.5083669180123026,0.5218130174747082,0.9981585342528542,-9.370494710202053,-3.942678427682069,0.33421138232885617,142.0,185.4097,237.0,39.0036,51.3077,32.212,62.8864,-4.357410625812968,-3.1205093685675664,-4.460656754642443,-4.092949959472308
2,3.0,0.0,5000,10000,3,-7447293262134923923,81,10000,0.2373321828761627,0.5071570088643359,0.5279072124303384,0.9961440830705616,-9.35024284339323,-3.933436217254106,0.3461905331071897,145.0,187.9095,240.0,39.5856,51.9531,32.5977,63.7731,-4.315715911533081,-3.113005621503404,-4.469150771886693,-4.089762039611354
