R,U,L,N,K,replicate,seed,generation,psiz,q1fit,meanfit,q2fit,maxfit,minfree,meanfree,maxfree,minmut,meanmut,maxmut,auxiliary_meanmut,assembly_meanmut,replication_meanmut,host_meanmut,auxiliary_meanfree,assembly_meanfree,replication_meanfree,host_meanfree
2,3.0,0.0,5000,10000,5,8767448665199669658,11,10000,0.2935989616959871,0.5450565765731037,0.5885695577339081,0.9970311497894306,-7.014833982088751,-3.5856772920673174,0.13559568202044012,10.0,25.7464,48.0,4.8129,7.1869,4.5994,9.1472,-3.383666827082392,-3.4027568750797683,-3.726766359976487,-3.753328303345858
2,3.0,0.0,5000,10000,5,8767448665199669658,12,10000,0.27754358182434585,0.5326222629018451,0.5690208095097204,0.9968378927219302,-7.050466180979471,-3.5364225548223382,0.19842889056715615,11.0,27.9752,50.0,5.2366,7.7851,4.9769,9.9766,-3.3187838773274976,-3.3299983974128904,-3.680294242864428,-3.728124167605799
2,3.0,0.0,5000,10000,5,8767448665199669658,13,10000,0.2652689633132056,0.5213774103980677,0.5519774036992124,0.9970658480306099,-7.099975247830649,-3.495872240702214,0.24608621343116405,13.0,30.2091,53.0,5.6603,8.3765,5.3432,10.8291,-3.2389396318593744,-3.284075053770944,-3.643585208777641,-3.7093299512843734
2,3.0,0.0,5000,10000,5,8767448665199669658,14,10000,0.25494804068302207,0.5136286343976305,0.5393577931126856,0.9972177932939742,-7.174904456070384,-3.4760693221159307,0.28740653725642923,15.0,32.372,57.0,6.0448,8.9813,5.7203,11.6256,-3.2224824675307913,-3.2366426695900663,-3.6326710866618255,-3.7041318565299495
2,3.0,0.0,5000,10000,5,8767448665199669658,15,10000,0.23528174696570303,0.5015397680277747,0.5213968577186943,0.997741464911106,-7.24135232587699,-3.455953301980436,0.34182990368208144,17.0,34.5434,62.0,6.4412,9.6079,6.0635,12.4308,-3.181093118306409,-3.1967597579013325,-3.6507664368705255,-3.690371984431732
2,3.0,0.0,5000,10000,5,8767448665199669658,16,10000,0.23408253976218926,0.4954435778445217,0.5106225382484922,0.996831402505767,-7.306159956647002,-3.4403314079114744,0.381823451965349,18.0,36.7609,64.0,6.892,10.1471,6.4674,13.2544,-3.124573113887058,-3.177115264075745,-3.63021494252923,-3.700680895491602
2,3.0,0.0,5000,10000,5,8767448665199669658,17,9881,0.22578961471377482,0.487625161068773,0.4938183136570769,0.9963119738074079,-7.399299928655439,-3.439246298881593,0.40767035004948177,20.0,38.94099787470904,68.0,7.273049286509463,10.769557737071146,6.839894747495193,14.058496103633235,-3.115359540347058,-3.161146897294373,-3.619893319470281,-3.7194407190449295
2,3.0,0.0,5000,10000,5,8767448665199669658,18,9695,0.22364358999434414,0.4845371419631604,0.490449428862143,0.9957606589100535,-7.466923410709485,-3.4306714642399703,0.4305148460712168,21.0,41.193604951005675,70.0,7.6838576585869,11.363280041258381,7.242599277978339,14.903867973182052,-3.089072593895035,-3.1389850486998028,-3.642137024695561,-3.714502930839768
2,3.0,0.0,5000,10000,5,8767448665199669658,19,9403,0.22289789194633525,0.4829569752324701,0.4887663156041104,0.9957606589100535,-7.509221201013403,-3.4299041433189927,0.42773852232677795,24.0,43.39625651387855,76.0,8.081037966606402,11.947995320642349,7.598957779432096,15.768265447197702,-3.093575625575668,-3.134071868853281,-3.6654504588124692,-3.7021694502932014
2,3.0,0.0,5000,10000,5,8767448665199669658,20,9078,0.2125853888018813,0.47665583868608136,0.48455439679761736,0.9958698835701386,-7.547352137857508,-3.4248036517954112,0.467278571778862,26.0,45.7320995814056,79.0,8.529411764705882,12.56157743996475,7.9987882793566865,16.642322097378276,-3.0832833159582598,-3.1233637961603495,-3.654407381809806,-3.706841846433087
2,3.0,0.0,5000,10000,5,8767448665199669658,21,8664,0.21011328788902722,0.4784437701080898,0.48502908455310945,0.9919465734337893,-7.64494758500679,-3.4436997361266144,0.46018249333349753,27.0,48.00173130193906,81.0,8.924284395198523,13.185249307479225,8.383771929824562,17.50842566943675,-3.0908910476578866,-3.147484221265798,-3.6735597996274545,-3.7273356847561705
2,3.0,0.0,5000,10000,5,8767448665199669658,22,8271,0.2232305217562891,0.4832614552093801,0.4921179901535462,0.994070067071035,-7.679569622207721,-3.452983940370018,0.4383080366313545,29.0,50.20469108934832,80.0,9.290533188248096,13.764357393301898,8.759400314351348,18.390400193446983,-3.115472615008058,-3.160590841563152,-3.6919222362779114,-3.7215652792021996
2,3.0,0.0,5000,10000,5,8767448665199669658,23,8005,0.21146555348115573,0.4779384067440918,0.4893091990480232,0.9907069116534354,-7.728694946890944,-3.444911540512039,0.456632194052572,31.0,52.50743285446596,83.0,9.694066208619613,14.35690193628982,9.16414740787008,19.292317301686445,-3.110572287092022,-3.1419730446890295,-3.680225966949691,-3.7216278258704785
2,3.0,0.0,5000,10000,5,8767448665199669658,24,7660,0.2076252857484555,0.478126906715859,0.48969337437960236,0.9933320589129269,-7.7663118322701585,-3.448483924285084,0.4579830387084187,33.0,54.79295039164491,86.0,10.099608355091384,14.961096605744125,9.555221932114883,20.177023498694517,-3.1319761483923885,-3.1482300737662876,-3.6689502447176565,-3.721695039904242
2,3.0,0.0,5000,10000,5,8767448665199669658,25,7354,0.20878498088589764,0.4754525745173908,0.48290360045903563,0.9921072634050339,-7.804073805913903,-3.45700041677036,0.4712359174929941,33.0,57.06499864019581,87.0,10.53576285014958,15.580364427522436,9.963557247756324,20.985314114767473,-3.14288754495403,-3.1434857671521415,-3.65028343907956,-3.7525513287375905
2,3.0,0.0,5000,10000,5,8767448665199669658,26,7003,0.2081211795185986,0.4752546529442658,0.48311622371294977,0.9921072634050339,-7.8742572747481505,-3.472029854701945,0.4685814738463046,36.0,59.34499500214194,86.0,10.962016278737684,16.154362416107382,10.361559331714979,21.867056975581892,-3.143918899351409,-3.166303247712453,-3.687261686298627,-3.757764371820991
2,3.0,0.0,5000,10000,5,8767448665199669658,27,6641,0.2103705116990989,0.4742103862844222,0.47807104800997663,0.9913113147779262,-7.918098659921113,-3.467596057599561,0.46887159564292735,37.0,61.44782412287306,92.0,11.361993675651258,16.661346182803793,10.754404457160065,22.67007980725794,-3.1461189124130766,-3.149116137132871,-3.6879553174847217,-3.75701494060024
2,3.0,0.0,5000,10000,5,8767448665199669658,28,6304,0.20698907283052617,0.47519601910583376,0.47801403289012345,0.9913113147779262,-7.913319078807822,-3.462856505663595,0.46202824958666494,40.0,63.6061230964467,91.0,11.730964467005077,17.20939086294416,11.130552030456853,23.53521573604061,-3.163339869801396,-3.134527809774888,-3.6971502285549906,-3.741714484065526
2,3.0,0.0,5000,10000,5,8767448665199669658,29,5935,0.19729935998412157,0.4705266763346314,0.47229389258416854,0.9915791823984538,-7.952015846347362,-3.467424771461167,0.4675665132773578,41.0,65.80505475989891,96.0,12.098736310025274,17.788205560235888,11.499073294018535,24.419039595619207,-3.1718654232734664,-3.1102386313553234,-3.715240134914519,-3.7591863689077236
2,3.0,0.0,5000,10000,5,8767448665199669658,30,5592,0.20650471026507486,0.47686462499333643,0.4852076595511128,0.9913602263916033,-7.985803355811739,-3.472205128751113,0.45560024420024825,42.0,67.96423462088698,99.0,12.510908440629471,18.345672389127326,11.909692417739628,25.19796137339056,-3.1503850113771756,-3.1499543668945593,-3.7260829633266828,-3.747864341542712
2,3.0,0.0,5000,10000,5,8767448665199669658,31,5313,0.20747864990424017,0.4743844998705002,0.4808024027386684,0.9857512757805109,-8.009669242223314,-3.479047384559481,0.46534107173477385,43.0,70.1261057782797,105.0,12.944852249200075,18.846226237530587,12.288349331827593,26.04667795972144,-3.1258685468529745,-3.151067206493652,-3.7482195221481645,-3.7670358681677647
2,3.0,0.0,5000,10000,5,8767448665199669658,32,5049,0.20390207281088568,0.4729135543208248,0.4825038012520923,0.9928603744522281,-8.04634102262471,-3.482986393343974,0.47128311690721153,45.0,72.26242820360467,105.0,13.26658744305803,19.32739156268568,12.669043374925728,26.999405822935234,-3.0902264081852917,-3.1611103331579478,-3.7548051384228036,-3.7848640585234183
2,3.0,0.0,5000,10000,5,8767448665199669658,33,4765,0.2078930617501449,0.4795063220235177,0.48315903211851574,0.9883110121484836,-8.077657914428967,-3.500735433035597,0.44355342348282595,48.0,74.38342077649529,111.0,13.672822665267576,19.80545645330535,13.050367261280169,27.85477439664218,-3.0681120804502338,-3.1570936314808495,-3.806660083671499,-3.821816135176389
2,3.0,0.0,5000,10000,5,8767448665199669658,34,4609,0.23294509186215528,0.488219419500028,0.49434811403472423,0.9883904030060549,-8.123929808581666,-3.5152546382471117,0.41163252314607174,50.0,76.35322195704057,114.0,14.037535257105663,20.324582338902147,13.383597309611629,28.607507051421134,-3.052054414334225,-3.164202173004716,-3.8090131482399907,-3.8632648441389112
2,3.0,0.0,5000,10000,5,8767448665199669658,35,4498,0.218942710605913,0.4819959777994688,0.489242551543439,0.9870115874469485,-8.1232877159381,-3.512871535195813,0.4446631258929129,50.0,78.54046242774567,116.0,14.426411738550467,20.770342374388616,13.789684304135172,29.55402401067141,-3.0322371710802924,-3.1509402962589053,-3.8596906747592117,-3.8512275766745545
2,3.0,0.0,5000,10000,5,8767448665199669658,36,4293,0.2306726846038164,0.4801241363174875,0.48969183111044284,0.983953741696413,-8.130105436939353,-3.507549004612896,0.4556335485620249,52.0,80.49965059399021,120.0,14.664570230607966,21.35779175401817,14.192639180060564,30.284649429303517,-3.0106941609076565,-3.1634700242807434,-3.8731287797741616,-3.8312457741339974
2,3.0,0.0,5000,10000,5,8767448665199669658,37,4060,0.21677468615302004,0.4753172032552223,0.48503473424691507,0.9835705097657194,-8.157228682295424,-3.5043141796804496,0.467239385522985,54.0,82.39802955665024,124.0,14.971182266009853,21.851724137931033,14.586206896551724,30.988916256157637,-2.982995910811914,-3.185836208330992,-3.8764936554447726,-3.817742054744648
2,3.0,0.0,5000,10000,5,8767448665199669658,38,3916,0.21136034782530325,0.4722819727554733,0.4752502517482207,0.9903454223667219,-8.171427642039145,-3.4984653390797766,0.4861995499241488,56.0,84.51378958120532,126.0,15.326608784473953,22.40934627170582,15.005873340143003,31.77196118488253,-3.010984807432335,-3.1692435447877303,-3.8871389313348494,-3.794785154494995
2,3.0,0.0,5000,10000,5,8767448665199669658,39,3675,0.21728192413728067,0.47269651378522737,0.4792056359593928,0.995843662356164,-8.171904640521351,-3.5010150536186715,0.49578600048502613,59.0,86.52625850340137,125.0,15.646258503401361,23.02965986394558,15.392380952380952,32.457959183673466,-3.0032771712922117,-3.1486750238889574,-3.8964108978363092,-3.8164410949703687
2,3.0,0.0,5000,10000,5,8767448665199669658,40,3479,0.20678405191179464,0.4683937775266782,0.4770373836361,0.995843662356164,-8.177587950731203,-3.495520917612376,0.5248059570256292,61.0,88.46823799942513,126.0,15.910606496119575,23.612532336878413,15.804828973843058,33.140270192584076,-2.9793047097458247,-3.1087272276944695,-3.9120146587492233,-3.8354774184156564
2,3.0,0.0,5000,10000,5,8767448665199669658,41,3234,0.19020469230237502,0.4578049371111165,0.4627348602474719,0.9958492323158283,-8.17469411555741,-3.4830744321770895,0.5969680790142656,61.0,90.50587507730364,132.0,16.230983302411875,24.276747062461347,16.138528138528137,33.85961657390229,-2.9438635594764215,-3.0598875925273665,-3.95927756009645,-3.8319684343050353
2,3.0,0.0,5000,10000,5,8767448665199669658,42,2974,0.20389177384908122,0.4659044456035719,0.4824381632084943,0.9963082969962873,-8.14294795792608,-3.485929426658774,0.5631188014536738,63.0,92.36146603900471,135.0,16.545057162071284,24.806657700067248,16.51714862138534,34.492602555480836,-2.930854191273744,-3.043013054958631,-3.9781027157560285,-3.8495676785777686
2,3.0,0.0,5000,10000,5,8767448665199669658,43,2773,0.20571242223764236,0.461456235740923,0.46844316545646786,0.9964647710345663,-8.077150716251202,-3.4687190055002928,0.5633395485729149,64.0,94.40389469888208,139.0,16.732780382257484,25.573386224305807,16.879913451135955,35.217814641182834,-2.9167196692665374,-3.0300440060387794,-3.951708361487795,-3.832230245219554
2,3.0,0.0,5000,10000,5,8767448665199669658,44,2593,0.2049554119004925,0.45969123771692555,0.46234769117471824,0.9950594644676208,-8.03057099081664,-3.460696927172806,0.5430176964880934,67.0,96.23370613189356,130.0,17.01851137678365,26.263787119166988,17.220979560354802,35.73042807558812,-2.873362189550965,-3.0666605420209168,-3.9260137955012735,-3.8172331506834096
2,3.0,0.0,5000,10000,5,8767448665199669658,45,2402,0.20611992874120247,0.4588684795030347,0.45804002281149025,0.9959526577963849,-7.978892735310295,-3.4537627682400447,0.5520261635742464,69.0,98.37801831806827,132.0,17.3255620316403,26.890507910074938,17.54579517069109,36.616153205661945,-2.8688511235709133,-3.087149559283273,-3.925044977244919,-3.78553739278975
2,3.0,0.0,5000,10000,5,8767448665199669658,46,2189,0.19695508971402848,0.46251248962781305,0.4755060448078132,0.9954712150200384,-7.9528485286802875,-3.4590719412525925,0.5570086115028702,72.0,100.02329830973046,130.0,17.503426222019186,27.42896299680219,17.8698035632709,37.221105527638194,-2.881793082127489,-3.1320485191666063,-3.914130570792765,-3.765449622609547
2,3.0,0.0,5000,10000,5,8767448665199669658,47,2040,0.1888448984603582,0.46391840379418353,0.4717062732112518,0.9947438647028337,-7.942370679960907,-3.4540758653650028,0.5512197950075505,74.0,101.95539215686274,135.0,17.92205882352941,27.995098039215687,18.12450980392157,37.91372549019608,-2.81200900402376,-3.1652451440705054,-3.918738117805716,-3.759401210786142
2,3.0,0.0,5000,10000,5,8767448665199669658,48,1925,0.19942824590121916,0.464618761926194,0.46865102517559903,0.9903290923130692,-7.954126960227562,-3.4611481969547304,0.5455817751366951,76.0,103.61298701298702,141.0,18.157922077922077,28.536103896103896,18.33142857142857,38.58753246753247,-2.8606139017058996,-3.1385503802423167,-3.9982374433809773,-3.734819083900331
2,3.0,0.0,5000,10000,5,8767448665199669658,49,1750,0.20058586582022334,0.46491974330881125,0.47166197276013033,0.9908940898092086,-7.927610324754579,-3.4716514489144705,0.5556208978083768,80.0,105.21257142857142,141.0,18.469714285714286,29.074285714285715,18.492,39.17657142857143,-2.8979710321530896,-3.1935289331384253,-3.947618786284488,-3.729099875442187
2,3.0,0.0,5000,10000,5,8767448665199669658,50,1619,0.21398147899735545,0.4757804004043427,0.4923010990487789,0.9857936481564222,-7.913007832832596,-3.4704072227850618,0.5055252173754278,82.0,106.99691167387276,145.0,18.9444101297097,29.4366893143916,18.800494132180358,39.8153180975911,-2.8878646397300414,-3.1954600863348794,-3.9429934236262727,-3.7315957662296038
2,3.0,0.0,5000,10000,5,8767448665199669658,51,1528,0.2139693407128585,0.4666402956024747,0.48502956790498997,0.9745607087904287,-7.873309756536347,-3.4550836636984914,0.5512845988029593,84.0,108.64267015706807,146.0,19.391361256544503,29.846204188481675,19.01832460732984,40.386780104712045,-2.8219298399431114,-3.2534912099592095,-3.914275768527065,-3.6932588634663577
2,3.0,0.0,5000,10000,5,8767448665199669658,52,1422,0.20678116761539272,0.46930046741528103,0.4776658778552584,0.9745607087904287,-7.889472604125369,-3.4357964127608978,0.5208474174113095,87.0,110.61111111111111,144.0,19.62165963431786,30.511954992967652,19.461322081575247,41.01617440225035,-2.919126109079681,-3.2019319345943718,-3.8396997262696675,-3.6675782664720193
2,3.0,0.0,5000,10000,5,8767448665199669658,53,1319,0.21193604934646304,0.468275942570625,0.48025894250857726,0.9744468874479185,-7.917504747585571,-3.436345894845104,0.5287696393132427,89.0,112.37604245640637,140.0,19.96133434420015,30.916603487490523,19.828658074298712,41.669446550416986,-2.967281340402422,-3.1654452913060243,-3.8443694831776467,-3.6700418305544837
2,3.0,0.0,5000,10000,5,8767448665199669658,54,1234,0.19917317175172494,0.4548058373574568,0.47327032491902676,0.9700667163757675,-8.003279801883844,-3.4227595421027623,0.6153221504999568,91.0,114.3322528363047,143.0,20.213128038897892,31.419773095623988,20.28444084278768,42.414910858995135,-2.9389602241718102,-3.1448909951586055,-3.818461111861288,-3.6752098263970914
2,3.0,0.0,5000,10000,5,8767448665199669658,55,1154,0.19242787810230116,0.454284245394763,0.48191158223930725,0.9770688959896888,-8.063224354194956,-3.390868796018806,0.5558471933576914,92.0,116.66897746967071,149.0,20.703639514731368,31.88214904679376,20.75736568457539,43.32582322357019,-2.855424168855606,-3.1746957603152723,-3.7847959452367563,-3.6237573117690816
2,3.0,0.0,5000,10000,5,8767448665199669658,56,1057,0.1817707593993564,0.4441448228843724,0.44930165885665146,0.9679266449375875,-8.171724225631705,-3.390833614680991,0.6153468994280396,92.0,118.9271523178808,153.0,21.052034058656574,32.395458845789975,21.20624408703879,44.27341532639546,-2.807737820991019,-3.1672203020495933,-3.781241409427143,-3.654887598626447
2,3.0,0.0,5000,10000,5,8767448665199669658,57,928,0.18660511323228046,0.45290466115083095,0.46096143539892076,0.974383732425805,-8.228762731777032,-3.410055605148605,0.5192184352083888,93.0,120.36530172413794,155.0,21.46228448275862,32.644396551724135,21.463362068965516,44.79525862068966,-2.795256483103441,-3.248882515384892,-3.7257579693454344,-3.680483801395555
2,3.0,0.0,5000,10000,5,8767448665199669658,58,840,0.18425373505433018,0.4486983876702769,0.4630035462311858,0.9719742033151397,-8.249724009318566,-3.4241872156398094,0.5584419971062234,94.0,122.46190476190476,158.0,22.086904761904762,33.02619047619048,21.845238095238095,45.503571428571426,-2.8791067994984068,-3.238075626486612,-3.7264232007314133,-3.685193123029606
2,3.0,0.0,5000,10000,5,8767448665199669658,59,752,0.1800792033717997,0.4331055799923824,0.43287427127147127,0.9784698066805841,-8.248378846308547,-3.413585919067135,0.5966611074134096,96.0,123.9627659574468,157.0,22.40026595744681,33.549202127659576,22.027925531914892,45.985372340425535,-2.8179584609517088,-3.3163131768154828,-3.6618284346444225,-3.66023294702494
2,3.0,0.0,5000,10000,5,8767448665199669658,60,650,0.17135248232993358,0.4220190845024223,0.41358733394482705,0.9777387716913538,-8.174868838761943,-3.388514585752547,0.6903486433439234,97.0,125.92615384615385,161.0,22.775384615384617,34.18769230769231,22.263076923076923,46.7,-2.8268677102552173,-3.243050424850677,-3.6694816882741934,-3.6379525929167866
2,3.0,0.0,5000,10000,5,8767448665199669658,61,537,0.19239484093440468,0.44188310360686445,0.4466811711138393,0.9789434563563011,-8.115415040471454,-3.3719546870373076,0.6632957591301609,98.0,128.2756052141527,166.0,22.921787709497206,35.001862197392924,22.83612662942272,47.51582867783985,-2.7840573351120734,-3.1861781772057793,-3.7279243883310915,-3.62725089472668
2,3.0,0.0,5000,10000,5,8767448665199669658,62,470,0.205177994500918,0.4426621279407559,0.45256944574338115,0.9865694012036061,-8.119405956138639,-3.3976131811707453,0.5745295543967314,100.0,130.50425531914894,165.0,23.229787234042554,35.340425531914896,23.374468085106383,48.55957446808511,-2.8831824991018005,-3.232811903957534,-3.6812214821109457,-3.6366253296450286
2,3.0,0.0,5000,10000,5,8767448665199669658,63,416,0.17150398333237002,0.4218124844295892,0.4172484330254752,0.9861031383739252,-8.133265375560457,-3.404103186385956,0.7052324944744618,103.0,132.46153846153845,169.0,23.295673076923077,35.98557692307692,23.75721153846154,49.42307692307692,-2.8810682782669352,-3.3104477912165104,-3.7066270809026673,-3.584600239564198
2,3.0,0.0,5000,10000,5,8767448665199669658,64,367,0.16551552480582016,0.40874121684035697,0.3815072215765588,0.9858994759361118,-8.280245425545399,-3.4405313488798552,0.7858981136388045,105.0,134.80381471389646,170.0,23.670299727520437,36.53133514986376,24.31607629427793,50.28610354223433,-2.830361867480037,-3.3475051666172724,-3.839829607325013,-3.615736597054124
2,3.0,0.0,5000,10000,5,8767448665199669658,65,294,0.15732714838336181,0.42253273217911247,0.39382969092179376,0.9831863530957631,-8.249335390443935,-3.431281306149832,0.7131709882017544,107.0,137.5578231292517,172.0,24.125850340136054,37.31972789115646,24.80952380952381,51.302721088435376,-2.8663428783501583,-3.3078942355508425,-3.7334462620848625,-3.6552083450313946
2,3.0,0.0,5000,10000,5,8767448665199669658,66,241,0.20979570605094228,0.4551692892963369,0.4529888450004718,0.9851244733940957,-8.14622396478264,-3.4653320512766834,0.576489173664165,111.0,140.850622406639,176.0,24.887966804979254,38.3195020746888,25.518672199170126,52.12448132780083,-2.763513418517854,-3.4491550339146673,-3.7847260266777085,-3.668677142977094
2,3.0,0.0,5000,10000,5,8767448665199669658,67,223,0.19743616910197206,0.4353203356575803,0.41823458087746346,0.9727330715706328,-8.182356980355026,-3.4683556710370484,0.685282278670235,111.0,144.34080717488789,179.0,25.573991031390136,39.53363228699551,26.255605381165918,52.97757847533632,-2.6549348710601763,-3.4265793578061086,-3.8916406259724137,-3.6947558284810103
2,3.0,0.0,5000,10000,5,8767448665199669658,68,176,0.1784488231410836,0.4642331587672896,0.4664857985669901,0.9727295827890963,-8.217470374804323,-3.4819808547274835,0.5404090972010841,112.0,148.82954545454547,187.0,26.40340909090909,41.03977272727273,27.34090909090909,54.04545454545455,-2.4625239010760605,-3.470322246487508,-3.917090827330189,-3.7828983014318243
2,3.0,0.0,5000,10000,5,8767448665199669658,69,162,0.18146986091683392,0.46675743807400555,0.47104891317430975,0.984150256253552,-7.960734625133469,-3.417934510361884,0.5971733492508247,118.0,153.85185185185185,187.0,27.22222222222222,42.58641975308642,28.77777777777778,55.26543209876543,-2.444911543079306,-3.3110202073999355,-3.875576950213006,-3.7558105012990746
2,3.0,0.0,5000,10000,5,8767448665199669658,70,159,0.21868557698544358,0.4626347675579557,0.4590846290750849,0.9440323244162784,-7.887453367136286,-3.429759918530363,0.5847628125552019,131.0,157.38993710691824,188.0,27.71069182389937,43.867924528301884,29.77987421383648,56.0314465408805,-2.5517879872858,-3.2385280753418995,-3.8343424242000976,-3.8098785137091253
2,3.0,0.0,5000,10000,5,8767448665199669658,71,144,0.15746811082343842,0.42970295185933727,0.4338213364453129,0.9351039272049576,-7.981238584371409,-3.4318208001639174,0.5949069812475948,132.0,161.74305555555554,191.0,28.59027777777778,44.958333333333336,30.84722222222222,57.34722222222222,-2.5769912684933405,-3.192961159056592,-3.8520418546402544,-3.828269769591531
2,3.0,0.0,5000,10000,5,8767448665199669658,72,116,0.20563974677969893,0.43563547320339263,0.434773533657581,0.9417962144713388,-7.874850927793662,-3.3822884751630506,0.6577886774252629,135.0,166.79310344827587,197.0,29.413793103448278,46.6551724137931,31.913793103448278,58.810344827586206,-2.4379314589883325,-2.943587490164522,-4.014729505994978,-3.867272206583343
2,3.0,0.0,5000,10000,5,8767448665199669658,73,102,0.16311582956384402,0.4340845464779928,0.4227963781180626,0.9341817634907006,-7.914415521414372,-3.3548266929873045,0.8195391810518986,136.0,170.7156862745098,198.0,30.07843137254902,46.90196078431372,32.8235294117647,60.911764705882355,-2.2181693450540068,-2.9016046869069823,-4.273593543069531,-3.803688446473082
2,3.0,0.0,5000,10000,5,8767448665199669658,74,86,0.21305563864802401,0.4451576748679091,0.47134883674001427,0.9442013905625779,-7.408377921653437,-3.2583532502675268,0.6509622165091432,140.0,172.96511627906978,202.0,30.61627906976744,47.883720930232556,33.02325581395349,61.44186046511628,-2.239301634055157,-2.7557241783560675,-3.9690401444770598,-3.7895074152025376
2,3.0,0.0,5000,10000,5,8767448665199669658,75,87,0.21244030893194385,0.46770527742029394,0.4961079219299801,0.9625429595432597,-7.357389912259835,-3.1655793682578244,0.5686930263723315,142.0,175.67816091954023,204.0,31.275862068965516,48.632183908045974,33.0,62.770114942528735,-2.278314680996543,-2.663383102235178,-3.829310048460009,-3.653993571304357
2,3.0,0.0,5000,10000,5,8767448665199669658,76,85,0.21483110220829155,0.45111559384766403,0.4894764403230373,0.9672294170275114,-7.580544702290933,-3.187518678748616,0.4497928742391159,147.0,179.3764705882353,209.0,31.96470588235294,50.56470588235294,33.76470588235294,63.082352941176474,-2.3570709689025517,-2.471370783229905,-3.6993980080755824,-3.883913790647198
2,3.0,0.0,5000,10000,5,8767448665199669658,77,78,0.19060042836614935,0.4275856809376983,0.4683875759212414,0.9577332008760306,-7.688881750795289,-3.1332711663022517,0.7129893103866289,149.0,180.93589743589743,211.0,33.23076923076923,50.51282051282051,33.67948717948718,63.51282051282051,-2.4006942840305654,-2.2806403504448025,-3.8400951372188534,-3.785620733872879
