R,U,L,N,K,replicate,seed,generation,psiz,q1fit,meanfit,q2fit,maxfit,minfree,meanfree,maxfree,minmut,meanmut,maxmut,auxiliary_meanmut,assembly_meanmut,replication_meanmut,host_meanmut,auxiliary_meanfree,assembly_meanfree,replication_meanfree,host_meanfree
2,3.0,0.0,5000,10000,5,8767448665199669658,78,63,0.22608378411521812,0.4074917416310434,0.41990838063412433,0.9126103369479112,-7.482530442901991,-3.1009861500721234,0.8561079541989274,150.0,185.15873015873015,213.0,34.38095238095238,52.20634920634921,34.22222222222222,64.34920634920636,-2.2596261284970027,-2.367424855828996,-4.025807946824406,-3.6094262331658866
2,3.0,0.0,5000,10000,5,8767448665199669658,79,50,0.2384676717577418,0.40158487890244243,0.41909615251526133,0.8820159587710594,-7.260501892523281,-2.96180489635596,0.9605520017546385,151.0,182.74,212.0,35.62,50.46,32.78,63.88,-2.464345721753302,-2.207530813910222,-3.6631963709839113,-3.425544308177617
2,3.0,0.0,5000,10000,5,8767448665199669658,80,38,0.11846221283856213,0.3098993187011466,0.26998901602268566,0.7924826787987518,-7.050847729726833,-2.78343745325426,1.430989327155609,154.0,181.6315789473684,214.0,36.921052631578945,48.8421052631579,31.55263157894737,64.3157894736842,-2.3399238991165503,-1.886224683396264,-3.891920860839741,-3.123862103923874
2,3.0,0.0,5000,10000,5,8767448665199669658,81,24,0.1007295672991545,0.252010922018662,0.2633154615325439,0.6165227722298048,-6.716100158538862,-2.749689549785787,2.240472426153018,157.0,185.33333333333334,216.0,38.083333333333336,48.708333333333336,32.75,65.79166666666667,-2.607007308621456,-1.2481160979422372,-4.251217040299429,-3.1964470139937955
2,3.0,0.0,5000,10000,5,8767448665199669658,82,12,0.03329700088689813,0.23393870379995438,0.24873531476221494,0.5663114945893801,-6.1051990738402075,-2.6674036704325013,2.877793318563604,158.0,181.83333333333334,216.0,38.083333333333336,47.083333333333336,31.583333333333332,65.08333333333333,-2.52406396726861,-1.1412311957869679,-3.9136361381142617,-3.260586644157718
2,3.0,0.0,5000,10000,5,8767448665199669658,83,5,0.1569789119941859,0.29903630359036965,0.2954332050804354,0.5627596224776952,-6.626532870879586,-2.8164594746934513,1.465053977454838,173.0,188.6,219.0,37.2,49.2,34.6,67.6,-1.897225759186248,-1.3315378946161325,-4.516491812499714,-3.5397513486019108
2,3.0,0.0,5000,10000,5,8767448665199669658,84,4,0.17431711040294812,0.23575164820649436,0.25725408473621014,0.3668878541364265,-5.937503888972276,-2.4591801425354576,1.4872717504981454,183.0,186.5,189.0,41.5,45.25,33.0,66.75,-1.5170383714585993,-0.9751542151738392,-3.4610797320732365,-3.5423206788262105
2,3.0,0.0,5000,10000,5,8767448665199669658,85,2,0.23865939615548393,0.24799257237763137,0.24799257237763137,0.26665892482192627,-6.766256949842813,-2.4837763059509728,1.9042046194105477,188.0,188.5,189.0,40.0,46.0,34.0,68.5,-0.4845066428161624,-0.5617804530070835,-4.788854998195228,-3.772368681104167
2,3.0,0.0,5000,10000,5,8767448665199669658,86,1,0.18652988044112154,0.18652988044112154,0.18652988044112154,0.18652988044112154,-8.772769174350287,-2.8288467766041796,1.0744309125174256,189.0,189.0,189.0,36.0,47.0,35.0,71.0,-1.3077121264164058,0.20654932713527638,-5.31846709882778,-4.621151018390858
2,3.0,0.0,5000,10000,5,8767448665199669658,86,0,,,,,,,,,,,,,,,,,,
