psiz,q1fit,meanfit,q2fit,maxfit,minfree,meanfree,maxfree,minmut,meanmut,maxmut,L,N,seed,U,R,K
10000,0.997007308816621,0.9970073088166203,0.997007308816621,0.997007308816621,-5.0,-5.0,-5.0,0.0,0.0,0.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.7574673203992379,0.8054537100352216,0.9449533911396721,0.9982439575914799,-5.895912023990902,-4.499921912902748,-1.8029798784886895,0.0,5.0142,15.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.33035250957999635,0.633762193900652,0.7744048606151539,0.9981514981320424,-6.271456915937746,-4.109885979574207,-0.7491767127421319,1.0,9.6907,23.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.1515107596838564,0.5225645217168521,0.586431290115599,0.9983980781003867,-6.495795625949277,-3.8259537622563706,-0.2092067943658622,3.0,14.0408,32.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.0722522216009012,0.4390125625313911,0.41981482820115656,0.9978217200466455,-6.646418642311828,-3.6143421064330976,0.15647626223014763,4.0,18.0658,34.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.05486859489925669,0.39895943023784386,0.345937845859,0.9971221538310819,-6.77261598778686,-3.4866360645570444,0.29563389271151097,6.0,21.9173,39.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.037821748121390955,0.36429078986235114,0.2908794111796589,0.9973499418709194,-6.87872268212206,-3.3829148406493115,0.4582813157403976,9.0,25.7421,49.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.027240947930552106,0.33875324217212827,0.24617901353044064,0.9973499418709194,-6.9446290097123375,-3.303049811555183,0.5719284550519732,11.0,29.5114,59.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.024850411573089932,0.3241482142180285,0.21239844290947207,0.9978656127719719,-7.027992601856485,-3.254923899001904,0.6208235711972168,14.0,33.2882,67.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.019691707860013938,0.3096628190532031,0.19969670178903864,0.9946631868894262,-7.135384514169895,-3.233676512969134,0.703668367145502,15.0,37.079,69.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.02020966830865189,0.30219457291387136,0.1917712312697627,0.9940130033162713,-7.197904776024047,-3.218207310932736,0.7142608209828086,19.0,40.8269,75.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.018777337306190377,0.29979349152154317,0.19018549540277563,0.9956743036485188,-7.238345883771384,-3.2028805976860824,0.7302262411353403,23.0,44.6726,78.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.017834572486975064,0.29217268051231415,0.17554484409451993,0.9950278343024416,-7.309414644964533,-3.1861602760183394,0.7515611468545891,27.0,48.6667,84.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.018524528895805827,0.28752742649898216,0.17234636946097423,0.9952326968355144,-7.366886285685146,-3.18221040203164,0.7623710174149412,29.0,52.4626,85.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.015811825659260946,0.281419110516764,0.1609889627311889,0.9925264212253778,-7.428936971285435,-3.1668142576045373,0.7944769840452,30.0,56.1877,92.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.015268952935455184,0.2815918627994324,0.1624213421368758,0.9892575987923614,-7.478705786403967,-3.1730271586915957,0.7857455838790038,32.0,59.8716,90.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.01355408056336109,0.2756742040928664,0.15209566287487147,0.9859507168166709,-7.498426447449054,-3.1573709781057833,0.8366013755764072,37.0,63.3338,93.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.013718816882589467,0.2735690177467109,0.15220596718231938,0.9895511191823659,-7.544529592577339,-3.162417553001056,0.840020343878755,41.0,67.0262,97.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.013551316879580985,0.2687645216340649,0.14660137278673785,0.9888051301934414,-7.60316743672665,-3.165855323387949,0.8630206734527502,42.0,70.5636,107.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.014272969634942236,0.26818435552663084,0.14925761818353742,0.9926474548857006,-7.639893488265274,-3.1641748099747593,0.8398466248292996,47.0,74.1174,112.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.013346363366655026,0.2672634600854477,0.14204282732990448,0.9927180119608139,-7.7310045666054,-3.183313981137694,0.8467460513755668,52.0,77.7743,118.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.012314414021046195,0.2664504045119646,0.13875508442374135,0.985170261286888,-7.8104827816328015,-3.213727899962102,0.870483807957689,54.0,81.6137,122.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.014281467272456853,0.2757065876848729,0.15243862374526507,0.991029752180342,-7.853113619254797,-3.2429818342412706,0.8073923910452433,56.0,85.4783,125.0,0.0,10000,3354381277380461612,5,9,10000
10000,0.015381523988850341,0.27941976996857637,0.15439036183549198,0.9934892544304841,-7.922606119939838,-3.270407118333535,0.8006588465909388,60.0,89.6188,133.0,0.0,10000,3354381277380461612,5,9,10000
